         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca  nSF   Acel   Aion   Zion
   95   1.087567E+04   1.273879E+00   2.649E+14   3.534E+33   1.560E-01      5.890E-01   2.455E-01   6.029E-01   1.639E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.009E+08   2.804E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   96   1.091370E+04   1.281113E+00   2.593E+14   3.318E+33   1.527E-01      5.836E-01   2.320E-01   5.955E-01   1.627E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.878E+08   2.868E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   97   1.095146E+04   1.288296E+00   2.538E+14   3.103E+33   1.495E-01      5.780E-01   2.178E-01   5.881E-01   1.616E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.738E+08   2.931E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   98   1.098897E+04   1.295430E+00   2.482E+14   2.889E+33   1.463E-01      5.724E-01   2.025E-01   5.808E-01   1.605E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.591E+08   2.994E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   99   1.102622E+04   1.302516E+00   2.428E+14   2.677E+33   1.431E-01      5.668E-01   1.860E-01   5.734E-01   1.594E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.436E+08   3.055E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  100   1.106322E+04   1.309554E+00   2.373E+14   2.467E+33   1.399E-01      5.611E-01   1.678E-01   5.661E-01   1.582E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.274E+08   3.115E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  101   1.109997E+04   1.316546E+00   2.319E+14   2.257E+33   1.368E-01      5.554E-01   1.476E-01   5.588E-01   1.571E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.104E+08   3.169E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  102   1.113649E+04   1.323143E+00   2.260E+14   2.064E+33   1.333E-01      5.489E-01   1.212E-01   5.509E-01   1.558E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.907E+08   3.220E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  103   1.117276E+04   1.329238E+00   2.192E+14   1.892E+33   1.294E-01      5.415E-01   8.132E-02   5.421E-01   1.543E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.672E+08   3.263E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  104   1.120880E+04   1.335293E+00   2.125E+14   1.721E+33   1.254E-01      5.339E-01   2.774E-02   5.339E-01   1.527E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.426E+08   3.286E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  105   1.124461E+04   1.341310E+00   2.059E+14   1.552E+33   1.216E-01      5.262E-01  -0.000E+00   5.262E-01   1.512E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.169E+08   3.290E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  106   1.128020E+04   1.347289E+00   1.993E+14   1.383E+33   1.177E-01      5.183E-01  -0.000E+00   5.183E-01   1.496E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.903E+08   3.276E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  107   1.131556E+04   1.353230E+00   1.927E+14   1.215E+33   1.138E-01      5.103E-01  -0.000E+00   5.103E-01   1.479E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.628E+08   3.246E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  108   1.135070E+04   1.358350E+00   1.846E+14   1.077E+33   1.090E-01      5.000E-01  -0.000E+00   5.000E-01   1.459E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.275E+08   3.187E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  109   1.138563E+04   1.363414E+00   1.764E+14   9.403E+32   1.042E-01      4.894E-01  -0.000E+00   4.894E-01   1.437E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.909E+08   3.109E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  110   1.142034E+04   1.368448E+00   1.683E+14   8.045E+32   9.947E-02      4.784E-01  -0.000E+00   4.784E-01   1.415E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.534E+08   3.016E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  111   1.145484E+04   1.373419E+00   1.600E+14   6.705E+32   9.461E-02      4.668E-01  -0.000E+00   4.668E-01   1.392E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.145E+08   2.910E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  112   1.146891E+04   1.375123E+00   1.540E+14   6.260E+32   9.105E-02      4.570E-01                           1.261E+00                                                      1.712E+09                                  1s0  904.0  232.0   32.0
  113   1.148314E+04   1.376845E+00   1.482E+14   5.811E+32   8.762E-02      4.476E-01                           1.248E+00                                                      1.870E+09                                  1s0  926.0  232.0   32.0
  114   1.149737E+04   1.378567E+00   1.426E+14   5.361E+32   8.432E-02      4.386E-01                           1.235E+00                                                      2.043E+09                                  1s0  947.2  232.0   32.0
  115   1.151159E+04   1.380289E+00   1.372E+14   4.912E+32   8.115E-02      4.299E-01                           1.222E+00                                                      2.225E+09                                  1s0  967.5  232.0   32.0
  116   1.152582E+04   1.382011E+00   1.320E+14   4.463E+32   7.810E-02      4.205E-01                           1.210E+00                                                      2.399E+09                                  1s0  995.2  232.0   32.0
  117   1.154004E+04   1.383734E+00   1.271E+14   4.013E+32   7.517E-02      4.087E-01                           1.201E+00                                                      2.541E+09                                  1s0 1043.5  232.0   32.0
  118   1.155003E+04   1.384835E+00   1.223E+14   3.727E+32   7.235E-02      3.977E-01                           1.190E+00                                                      2.690E+09                                  1s0 1090.1  232.0   32.0
  119   1.155516E+04   1.385224E+00   1.177E+14   3.628E+32   6.963E-02      3.874E-01                           1.179E+00                                                      2.842E+09                                  1s0 1134.9  232.0   32.0
  120   1.156028E+04   1.385613E+00   1.132E+14   3.529E+32   6.702E-02      3.778E-01                           1.168E+00                                                      2.993E+09                                  1s0 1178.0  232.0   32.0
  121   1.156541E+04   1.386002E+00   1.090E+14   3.430E+32   6.451E-02      3.687E-01                           1.156E+00                                                      3.139E+09                                  1s0 1219.4  232.0   32.0
  122   1.157054E+04   1.386391E+00   1.049E+14   3.330E+32   6.209E-02      3.601E-01                           1.145E+00                                                      3.280E+09                                  1s0 1259.3  232.0   32.0
  123   1.157567E+04   1.386780E+00   1.009E+14   3.231E+32   5.976E-02      3.520E-01                           1.133E+00                                                      3.416E+09                                  1s0 1297.8  232.0   32.0
  124   1.158079E+04   1.387169E+00   9.711E+13   3.132E+32   5.752E-02      3.443E-01                           1.121E+00                                                      3.547E+09                                  1s0 1334.7  232.0   32.0
  125   1.158592E+04   1.387558E+00   9.345E+13   3.033E+32   5.536E-02      3.370E-01                           1.108E+00                                                      3.674E+09                                  1s0 1370.3  232.0   32.0
  126   1.159105E+04   1.387947E+00   8.993E+13   2.934E+32   5.329E-02      3.300E-01                           1.096E+00                                                      3.796E+09                                  1s0 1404.5  232.0   32.0
  127   1.159617E+04   1.388336E+00   8.655E+13   2.835E+32   5.129E-02      3.234E-01                           1.084E+00                                                      3.915E+09                                  1s0 1437.4  232.0   32.0
  128   1.160130E+04   1.388725E+00   8.328E+13   2.736E+32   4.937E-02      3.169E-01                           1.072E+00                                                      4.029E+09                                  1s0 1469.1  232.0   32.0
  129   1.160643E+04   1.389114E+00   8.015E+13   2.637E+32   4.752E-02      3.108E-01                           1.060E+00                                                      4.139E+09                                  1s0 1499.6  232.0   32.0
  130   1.161155E+04   1.389503E+00   7.713E+13   2.538E+32   4.573E-02      3.291E-01                           1.060E+00                                                      4.135E+09                                  1s0 1519.5  183.0   40.0
  131   1.161668E+04   1.389892E+00   7.422E+13   2.439E+32   4.401E-02      3.236E-01                           1.047E+00                                                      4.247E+09                                  1s0 1538.6  183.0   40.0
  132   1.162489E+04   1.390338E+00   7.142E+13   2.328E+32   4.236E-02      3.182E-01                           1.034E+00                                                      4.353E+09                                  1s0 1556.9  183.0   40.0
  133   1.163321E+04   1.390787E+00   6.873E+13   2.216E+32   4.077E-02      3.130E-01                           1.022E+00                                                      4.453E+09                                  1s0 1574.5  183.0   40.0
  134   1.164153E+04   1.391235E+00   6.614E+13   2.105E+32   3.923E-02      3.079E-01                           1.009E+00                                                      4.548E+09                                  1s0 1591.5  183.0   40.0
  135   1.164985E+04   1.391683E+00   6.365E+13   1.993E+32   3.776E-02      3.030E-01                           9.969E-01                                                      4.637E+09                                  1s0 1607.8  183.0   40.0
  136   1.165817E+04   1.392131E+00   6.125E+13   1.882E+32   3.634E-02      2.982E-01                           9.847E-01                                                      4.720E+09                                  1s0 1623.5  183.0   40.0
  137   1.166649E+04   1.392580E+00   5.894E+13   1.771E+32   3.497E-02      2.935E-01                           9.725E-01                                                      4.798E+09                                  1s0 1638.7  183.0   40.0
  138   1.167481E+04   1.393028E+00   5.672E+13   1.659E+32   3.366E-02      2.889E-01                           9.606E-01                                                      4.869E+09                                  1s0 1653.2  183.0   40.0
  139   1.168313E+04   1.393476E+00   5.459E+13   1.548E+32   3.239E-02      2.844E-01                           9.487E-01                                                      4.934E+09                                  1s0 1667.2  183.0   40.0
  140   1.169145E+04   1.393925E+00   5.253E+13   1.436E+32   3.118E-02      2.801E-01                           9.370E-01                                                      4.994E+09                                  1s0 1680.7  183.0   40.0
  141   1.169865E+04   1.394223E+00   5.055E+13   1.364E+32   3.001E-02      2.758E-01                           9.254E-01                                                      5.047E+09                                  1s0 1693.7  183.0   40.0
  142   1.170561E+04   1.394491E+00   4.865E+13   1.299E+32   2.888E-02      2.717E-01                           9.139E-01                                                      5.094E+09                                  1s0 1706.1  183.0   40.0
  143   1.171258E+04   1.394758E+00   4.681E+13   1.234E+32   2.779E-02      2.676E-01                           9.026E-01                                                      5.134E+09                                  1s0 1718.2  183.0   40.0
  144   1.171954E+04   1.395025E+00   4.505E+13   1.169E+32   2.675E-02      2.636E-01                           8.914E-01                                                      5.169E+09                                  1s0 1729.7  183.0   40.0
  145   1.172650E+04   1.395292E+00   4.335E+13   1.105E+32   2.575E-02      2.597E-01                           8.803E-01                                                      5.197E+09                                  1s0 1740.8  183.0   40.0
  146   1.173347E+04   1.395559E+00   4.172E+13   1.040E+32   2.478E-02      2.559E-01                           8.693E-01                                                      5.219E+09                                  1s0 1751.5  183.0   40.0
  147   1.174043E+04   1.395826E+00   4.015E+13   9.750E+31   2.385E-02      2.521E-01                           8.585E-01                                                      5.235E+09                                  1s0 1761.8  183.0   40.0
  148   1.174739E+04   1.396094E+00   3.863E+13   9.103E+31   2.295E-02      2.485E-01                           8.478E-01                                                      5.244E+09                                  1s0 1771.7  183.0   40.0
  149   1.175436E+04   1.396361E+00   3.718E+13   8.455E+31   2.209E-02      2.449E-01                           8.372E-01                                                      5.248E+09                                  1s0 1781.3  183.0   40.0
  150   1.176054E+04   1.396556E+00   3.578E+13   7.987E+31   2.126E-02      2.414E-01                           8.268E-01                                                      5.245E+09                                  1s0 1790.5  183.0   40.0
  151   1.176631E+04   1.396713E+00   3.443E+13   7.614E+31   2.046E-02      2.379E-01                           8.165E-01                                                      5.236E+09                                  1s0 1799.3  183.0   40.0
  152   1.177208E+04   1.396870E+00   3.313E+13   7.242E+31   1.969E-02      2.543E-01                           8.040E-01                                                      5.217E+09                                  1s0 1772.4  193.0   50.0
  153   1.177785E+04   1.397027E+00   3.188E+13   6.870E+31   1.895E-02      2.525E-01                           7.932E-01                                                      5.193E+09                                  1s0 1743.4  193.0   50.0
  154   1.178361E+04   1.397184E+00   3.068E+13   6.498E+31   1.824E-02      2.506E-01                           7.826E-01                                                      5.162E+09                                  1s0 1715.4  193.0   50.0
  155   1.178938E+04   1.397341E+00   2.953E+13   6.126E+31   1.755E-02      2.487E-01                           7.722E-01                                                      5.126E+09                                  1s0 1688.6  193.0   50.0
  156   1.179515E+04   1.397498E+00   2.841E+13   5.754E+31   1.689E-02      2.469E-01                           7.618E-01                                                      5.085E+09                                  1s0 1662.7  193.0   50.0
  157   1.180092E+04   1.397655E+00   2.734E+13   5.382E+31   1.626E-02      2.449E-01                           7.517E-01                                                      5.039E+09                                  1s0 1637.8  193.0   50.0
  158   1.180669E+04   1.397812E+00   2.631E+13   5.009E+31   1.565E-02      2.430E-01                           7.416E-01                                                      4.990E+09                                  1s0 1613.9  193.0   50.0
  159   1.181210E+04   1.397945E+00   2.532E+13   4.695E+31   1.506E-02      2.411E-01                           7.317E-01                                                      4.938E+09                                  1s0 1590.8  193.0   50.0
  160   1.181692E+04   1.398037E+00   2.437E+13   4.480E+31   1.449E-02      2.392E-01                           7.220E-01                                                      4.882E+09                                  1s0 1568.7  193.0   50.0
  161   1.182174E+04   1.398130E+00   2.345E+13   4.265E+31   1.395E-02      2.372E-01                           7.124E-01                                                      4.825E+09                                  1s0 1547.3  193.0   50.0
  162   1.182656E+04   1.398222E+00   2.257E+13   4.049E+31   1.342E-02      2.352E-01                           7.029E-01                                                      4.765E+09                                  1s0 1526.8  193.0   50.0
  163   1.183138E+04   1.398315E+00   2.172E+13   3.834E+31   1.292E-02      2.333E-01                           6.935E-01                                                      4.705E+09                                  1s0 1507.0  193.0   50.0
  164   1.183620E+04   1.398407E+00   2.090E+13   3.618E+31   1.243E-02      2.313E-01                           6.843E-01                                                      4.643E+09                                  1s0 1488.0  193.0   50.0
  165   1.184102E+04   1.398500E+00   2.011E+13   3.403E+31   1.197E-02      2.293E-01                           6.752E-01                                                      4.580E+09                                  1s0 1469.7  193.0   50.0
  166   1.184584E+04   1.398592E+00   1.935E+13   3.187E+31   1.152E-02      2.273E-01                           6.662E-01                                                      4.516E+09                                  1s0 1452.1  193.0   50.0
  167   1.185066E+04   1.398685E+00   1.862E+13   2.972E+31   1.108E-02      2.253E-01                           6.573E-01                                                      4.453E+09                                  1s0 1435.1  193.0   50.0
  168   1.185543E+04   1.398775E+00   1.792E+13   2.762E+31   1.067E-02      2.233E-01                           6.486E-01                                                      4.389E+09                                  1s0 1418.8  193.0   50.0
  169   1.185939E+04   1.398828E+00   1.725E+13   2.639E+31   1.027E-02      2.213E-01                           6.400E-01                                                      4.325E+09                                  1s0 1403.1  193.0   50.0
  170   1.186335E+04   1.398882E+00   1.660E+13   2.517E+31   9.881E-03      2.192E-01                           6.315E-01                                                      4.261E+09                                  1s0 1388.0  193.0   50.0
  171   1.186731E+04   1.398935E+00   1.597E+13   2.394E+31   9.510E-03      2.172E-01                           6.232E-01                                                      4.198E+09                                  1s0 1373.5  193.0   50.0
  172   1.187128E+04   1.398989E+00   1.537E+13   2.271E+31   9.153E-03      2.152E-01                           6.149E-01                                                      4.136E+09                                  1s0 1359.5  193.0   50.0
  173   1.187524E+04   1.399042E+00   1.479E+13   2.149E+31   8.809E-03      2.134E-01                           6.118E-01                                                      4.111E+09                                  1s0 1341.9  164.0   50.0
  174   1.187920E+04   1.399096E+00   1.423E+13   2.026E+31   8.477E-03      2.121E-01                           6.034E-01                                                      4.048E+09                                  1s0 1315.5  164.0   50.0
  175   1.188316E+04   1.399149E+00   1.370E+13   1.903E+31   8.158E-03      2.108E-01                           5.952E-01                                                      3.985E+09                                  1s0 1290.1  164.0   50.0
  176   1.188712E+04   1.399203E+00   1.318E+13   1.781E+31   7.851E-03      2.094E-01                           5.871E-01                                                      3.923E+09                                  1s0 1265.7  164.0   50.0
  177   1.189108E+04   1.399256E+00   1.268E+13   1.658E+31   7.555E-03      2.080E-01                           5.791E-01                                                      3.862E+09                                  1s0 1242.1  164.0   50.0
  178   1.189460E+04   1.399296E+00   1.221E+13   1.567E+31   7.271E-03      2.067E-01                           5.712E-01                                                      3.802E+09                                  1s0 1219.5  164.0   50.0
  179   1.189780E+04   1.399326E+00   1.175E+13   1.499E+31   6.997E-03      2.053E-01                           5.634E-01                                                      3.742E+09                                  1s0 1197.7  164.0   50.0
  180   1.190099E+04   1.399356E+00   1.130E+13   1.432E+31   6.733E-03      2.039E-01                           5.557E-01                                                      3.682E+09                                  1s0 1176.7  164.0   50.0
  181   1.190418E+04   1.399386E+00   1.088E+13   1.364E+31   6.480E-03      2.024E-01                           5.481E-01                                                      3.623E+09                                  1s0 1156.5  164.0   50.0
  182   1.190738E+04   1.399416E+00   1.047E+13   1.296E+31   6.236E-03      2.010E-01                           5.406E-01                                                      3.564E+09                                  1s0 1137.1  164.0   50.0
  183   1.191057E+04   1.399446E+00   1.007E+13   1.228E+31   6.001E-03      1.995E-01                           5.332E-01                                                      3.505E+09                                  1s0 1118.4  164.0   50.0
  184   1.191376E+04   1.399476E+00   9.694E+12   1.161E+31   5.775E-03      1.981E-01                           5.260E-01                                                      3.447E+09                                  1s0 1100.4  164.0   50.0
  185   1.191696E+04   1.399506E+00   9.328E+12   1.093E+31   5.558E-03      1.965E-01                           5.194E-01                                                      3.393E+09                                  1s0 1084.4  161.0   50.0
  186   1.192015E+04   1.399536E+00   8.977E+12   1.025E+31   5.349E-03      1.949E-01                           5.124E-01                                                      3.335E+09                                  1s0 1069.0  161.0   50.0
  187   1.192334E+04   1.399566E+00   8.639E+12   9.574E+30   5.147E-03      1.934E-01                           5.054E-01                                                      3.277E+09                                  1s0 1054.2  161.0   50.0
  188   1.192603E+04   1.399586E+00   8.313E+12   9.118E+30   4.954E-03      1.918E-01                           4.986E-01                                                      3.219E+09                                  1s0 1040.0  161.0   50.0
  189   1.192848E+04   1.399601E+00   8.000E+12   8.773E+30   4.767E-03      1.902E-01                           4.919E-01                                                      3.161E+09                                  1s0 1026.3  161.0   50.0
  190   1.193092E+04   1.399617E+00   7.699E+12   8.427E+30   4.588E-03      1.886E-01                           4.852E-01                                                      3.102E+09                                  1s0 1013.1  161.0   50.0
  191   1.193336E+04   1.399632E+00   7.408E+12   8.081E+30   4.415E-03      1.870E-01                           4.787E-01                                                      3.044E+09                                  1s0 1000.4  161.0   50.0
  192   1.193580E+04   1.399648E+00   7.129E+12   7.736E+30   4.249E-03      1.853E-01                           4.722E-01                                                      2.986E+09                                  1s0  988.2  161.0   50.0
  193   1.193825E+04   1.399663E+00   6.861E+12   7.390E+30   4.089E-03      1.837E-01                           4.659E-01                                                      2.928E+09                                  1s0  976.4  161.0   50.0
  194   1.194069E+04   1.399679E+00   6.602E+12   7.044E+30   3.935E-03      1.821E-01                           4.596E-01                                                      2.871E+09                                  1s0  965.1  161.0   50.0
  195   1.194313E+04   1.399694E+00   6.353E+12   6.699E+30   3.787E-03      1.805E-01                           4.534E-01                                                      2.813E+09                                  1s0  954.2  161.0   50.0
  196   1.194557E+04   1.399709E+00   6.114E+12   6.353E+30   3.645E-03      1.796E-01                           4.473E-01                                                      2.757E+09                                  1s0  932.1  159.0   50.0
  197   1.194801E+04   1.399725E+00   5.884E+12   6.007E+30   3.508E-03      1.791E-01                           4.407E-01                                                      2.694E+09                                  1s0  903.2  159.0   50.0
  198   1.195046E+04   1.399740E+00   5.662E+12   5.662E+30   3.376E-03      1.787E-01                           4.341E-01                                                      2.632E+09                                  1s0  875.5  159.0   50.0
  199   1.195259E+04   1.399751E+00   5.449E+12   5.417E+30   3.248E-03      1.783E-01                           4.276E-01                                                      2.571E+09                                  1s0  848.7  159.0   50.0
  200   1.195449E+04   1.399759E+00   5.243E+12   5.250E+30   3.126E-03      1.778E-01                           4.211E-01                                                      2.509E+09                                  1s0  823.0  159.0   50.0
  201   1.195639E+04   1.399766E+00   5.046E+12   5.083E+30   3.008E-03      1.774E-01                           4.147E-01                                                      2.448E+09                                  1s0  798.3  159.0   50.0
  202   1.195829E+04   1.399774E+00   4.856E+12   4.917E+30   2.895E-03      1.769E-01                           4.084E-01                                                      2.388E+09                                  1s0  774.4  159.0   50.0
  203   1.196019E+04   1.399781E+00   4.673E+12   4.750E+30   2.786E-03      1.764E-01                           4.022E-01                                                      2.328E+09                                  1s0  751.5  159.0   50.0
  204   1.196209E+04   1.399789E+00   4.497E+12   4.583E+30   2.681E-03      1.759E-01                           3.960E-01                                                      2.269E+09                                  1s0  729.5  159.0   50.0
  205   1.196399E+04   1.399796E+00   4.327E+12   4.416E+30   2.580E-03      1.754E-01                           3.898E-01                                                      2.211E+09                                  1s0  708.2  159.0   50.0
  206   1.196589E+04   1.399804E+00   4.164E+12   4.250E+30   2.483E-03      1.748E-01                           3.838E-01                                                      2.153E+09                                  1s0  687.8  159.0   50.0
  207   1.196779E+04   1.399811E+00   4.007E+12   4.083E+30   2.390E-03      1.743E-01                           3.778E-01                                                      2.096E+09                                  1s0  668.2  159.0   50.0
  208   1.196969E+04   1.399819E+00   3.856E+12   3.916E+30   2.300E-03      1.737E-01                           3.719E-01                                                      2.039E+09                                  1s0  649.2  159.0   50.0
  209   1.197159E+04   1.399827E+00   3.711E+12   3.749E+30   2.213E-03      1.732E-01                           3.660E-01                                                      1.984E+09                                  1s0  631.0  159.0   50.0
  210   1.197349E+04   1.399834E+00   3.571E+12   3.583E+30   2.130E-03      1.726E-01                           3.602E-01                                                      1.929E+09                                  1s0  613.5  159.0   50.0
  211   1.197539E+04   1.399842E+00   3.437E+12   3.416E+30   2.050E-03      1.720E-01                           3.544E-01                                                      1.875E+09                                  1s0  596.7  159.0   50.0
  212   1.197714E+04   1.399847E+00   3.307E+12   3.297E+30   1.973E-03      1.714E-01                           3.487E-01                                                      1.822E+09                                  1s0  580.4  159.0   50.0
  213   1.197879E+04   1.399851E+00   3.183E+12   3.210E+30   1.898E-03      1.707E-01                           3.431E-01                                                      1.769E+09                                  1s0  564.8  159.0   50.0
  214   1.198044E+04   1.399855E+00   3.063E+12   3.124E+30   1.827E-03      1.701E-01                           3.375E-01                                                      1.718E+09                                  1s0  549.8  159.0   50.0
  215   1.198209E+04   1.399859E+00   2.947E+12   3.037E+30   1.758E-03      1.694E-01                           3.320E-01                                                      1.668E+09                                  1s0  535.4  159.0   50.0
  216   1.198374E+04   1.399863E+00   2.836E+12   2.951E+30   1.692E-03      1.687E-01                           3.266E-01                                                      1.618E+09                                  1s0  521.4  159.0   50.0
  217   1.198539E+04   1.399867E+00   2.729E+12   2.864E+30   1.628E-03      1.680E-01                           3.212E-01                                                      1.570E+09                                  1s0  508.1  159.0   50.0
  218   1.198704E+04   1.399871E+00   2.626E+12   2.778E+30   1.567E-03      1.554E-01                           3.284E-01                                                      1.635E+09                                  1s0  494.2  117.0   40.0
  219   1.198869E+04   1.399875E+00   2.528E+12   2.692E+30   1.508E-03      1.550E-01                           3.232E-01                                                      1.588E+09                                  1s0  479.3  117.0   40.0
  220   1.199034E+04   1.399878E+00   2.432E+12   2.605E+30   1.451E-03      1.546E-01                           3.180E-01                                                      1.542E+09                                  1s0  464.9  117.0   40.0
  221   1.199199E+04   1.399882E+00   2.341E+12   2.519E+30   1.397E-03      1.542E-01                           3.129E-01                                                      1.496E+09                                  1s0  451.1  117.0   40.0
  222   1.199364E+04   1.399886E+00   2.252E+12   2.432E+30   1.344E-03      1.538E-01                           3.078E-01                                                      1.452E+09                                  1s0  437.8  117.0   40.0
  223   1.199530E+04   1.399890E+00   2.168E+12   2.346E+30   1.294E-03      1.533E-01                           3.028E-01                                                      1.408E+09                                  1s0  424.9  117.0   40.0
  224   1.199695E+04   1.399894E+00   2.086E+12   2.259E+30   1.245E-03      1.529E-01                           2.978E-01                                                      1.366E+09                                  1s0  412.6  117.0   40.0
  225   1.199860E+04   1.399898E+00   2.007E+12   2.173E+30   1.198E-03      1.524E-01                           2.929E-01                                                      1.324E+09                                  1s0  400.8  117.0   40.0
  226   1.200025E+04   1.399902E+00   1.932E+12   2.086E+30   1.153E-03      1.519E-01                           2.880E-01                                                      1.283E+09                                  1s0  389.4  117.0   40.0
  227   1.200193E+04   1.399905E+00   1.859E+12   2.023E+30   1.110E-03      1.514E-01                           2.831E-01                                                      1.243E+09                                  1s0  378.4  117.0   40.0
  228   1.200363E+04   1.399907E+00   1.789E+12   1.975E+30   1.068E-03      1.509E-01                           2.783E-01                                                      1.203E+09                                  1s0  367.8  117.0   40.0
  229   1.200534E+04   1.399909E+00   1.721E+12   1.928E+30   1.028E-03      1.504E-01                           2.736E-01                                                      1.165E+09                                  1s0  357.6  117.0   40.0
  230   1.200704E+04   1.399912E+00   1.657E+12   1.880E+30   9.890E-04      1.499E-01                           2.689E-01                                                      1.126E+09                                  1s0  347.9  117.0   40.0
  231   1.200875E+04   1.399914E+00   1.594E+12   1.832E+30   9.518E-04      1.493E-01                           2.642E-01                                                      1.089E+09                                  1s0  338.4  117.0   40.0
  232   1.201045E+04   1.399916E+00   1.534E+12   1.785E+30   9.160E-04      1.488E-01                           2.596E-01                                                      1.052E+09                                  1s0  329.4  117.0   40.0
  233   1.201216E+04   1.399918E+00   1.476E+12   1.737E+30   8.816E-04      1.482E-01                           2.550E-01                                                      1.016E+09                                  1s0  320.6  117.0   40.0
  234   1.201386E+04   1.399920E+00   1.421E+12   1.689E+30   8.484E-04      1.476E-01                           2.509E-01                                                      9.839E+08                                  1s0  312.3  116.0   40.0
  235   1.201557E+04   1.399923E+00   1.367E+12   1.642E+30   8.165E-04      1.470E-01                           2.464E-01                                                      9.489E+08                                  1s0  304.3  116.0   40.0
  236   1.201727E+04   1.399925E+00   1.316E+12   1.594E+30   7.858E-04      1.464E-01                           2.420E-01                                                      9.145E+08                                  1s0  296.6  116.0   40.0
  237   1.201898E+04   1.399927E+00   1.266E+12   1.546E+30   7.562E-04      1.458E-01                           2.376E-01                                                      8.805E+08                                  1s0  289.2  116.0   40.0
  238   1.202068E+04   1.399929E+00   1.218E+12   1.499E+30   7.278E-04      1.451E-01                           2.332E-01                                                      8.470E+08                                  1s0  282.1  116.0   40.0
  239   1.202239E+04   1.399931E+00   1.172E+12   1.451E+30   7.004E-04      1.445E-01                           2.289E-01                                                      8.139E+08                                  1s0  275.2  116.0   40.0
  240   1.202409E+04   1.399933E+00   1.128E+12   1.403E+30   6.741E-04      1.438E-01                           2.247E-01                                                      7.812E+08                                  1s0  268.6  116.0   40.0
  241   1.202579E+04   1.399936E+00   1.086E+12   1.356E+30   6.487E-04      1.431E-01                           2.204E-01                                                      7.490E+08                                  1s0  262.2  116.0   40.0
  242   1.202750E+04   1.399938E+00   1.045E+12   1.308E+30   6.244E-04      1.424E-01                           2.163E-01                                                      7.171E+08                                  1s0  256.1  116.0   40.0
  243   1.202962E+04   1.399940E+00   1.005E+12   1.268E+30   6.009E-04      1.417E-01                           2.121E-01                                                      6.855E+08                                  1s0  250.2  116.0   40.0
  244   1.203194E+04   1.399941E+00   9.676E+11   1.232E+30   5.783E-04      1.410E-01                           2.080E-01                                                      6.543E+08                                  1s0  244.6  116.0   40.0
  245   1.203426E+04   1.399943E+00   9.311E+11   1.195E+30   5.565E-04      1.402E-01                           2.040E-01                                                      6.234E+08                                  1s0  239.1  116.0   40.0
  246   1.203658E+04   1.399945E+00   8.961E+11   1.159E+30   5.355E-04      1.395E-01                           1.999E-01                                                      5.929E+08                                  1s0  233.9  116.0   40.0
  247   1.203890E+04   1.399946E+00   8.623E+11   1.122E+30   5.154E-04      1.387E-01                           1.960E-01                                                      5.626E+08                                  1s0  228.8  116.0   40.0
  248   1.204122E+04   1.399948E+00   8.298E+11   1.086E+30   4.959E-04      1.379E-01                           1.920E-01                                                      5.327E+08                                  1s0  224.0  116.0   40.0
  249   1.204354E+04   1.399950E+00   7.985E+11   1.049E+30   4.773E-04      1.371E-01                           1.881E-01                                                      5.032E+08                                  1s0  219.3  116.0   40.0
