         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca  nSF   Acel   Aion   Zion
   59   9.492486E+03   9.127469E-01   3.782E+14   1.468E+34   2.200E-01      7.399E-01   5.106E-01   8.134E-01   1.815E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.991E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   60   9.545816E+03   9.241020E-01   3.746E+14   1.423E+34   2.180E-01      7.360E-01   5.050E-01   8.080E-01   1.810E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.996E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   61   9.598557E+03   9.354195E-01   3.708E+14   1.381E+34   2.159E-01      7.320E-01   4.991E-01   8.023E-01   1.804E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.999E+08   1.114E+07   1.000E+00   00000  3p2   N/A    N/A    N/A 
   62   9.650724E+03   9.466687E-01   3.668E+14   1.341E+34   2.137E-01      7.277E-01   4.928E-01   7.964E-01   1.799E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.000E+09   7.650E+07   1.000E+00   00000  3p2   N/A    N/A    N/A 
   63   9.702333E+03   9.577973E-01   3.630E+14   1.302E+34   2.115E-01      7.235E-01   4.866E-01   7.905E-01   1.793E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.998E+08   1.691E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   64   9.753399E+03   9.688090E-01   3.591E+14   1.263E+34   2.093E-01      7.194E-01   4.804E-01   7.847E-01   1.788E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.994E+08   2.823E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   65   9.803935E+03   9.797063E-01   3.553E+14   1.225E+34   2.072E-01      7.152E-01   4.741E-01   7.788E-01   1.782E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.987E+08   4.096E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   66   9.853956E+03   9.904926E-01   3.515E+14   1.186E+34   2.051E-01      7.111E-01   4.679E-01   7.731E-01   1.777E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.979E+08   5.438E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   67   9.903475E+03   1.001171E+00   3.478E+14   1.149E+34   2.029E-01      7.070E-01   4.616E-01   7.673E-01   1.771E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.967E+08   6.798E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   68   9.952503E+03   1.011743E+00   3.441E+14   1.111E+34   2.009E-01      7.029E-01   4.554E-01   7.616E-01   1.766E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.953E+08   8.099E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   69   1.000105E+04   1.022211E+00   3.404E+14   1.074E+34   1.988E-01      6.989E-01   4.491E-01   7.559E-01   1.760E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.937E+08   9.304E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   70   1.004913E+04   1.032580E+00   3.368E+14   1.038E+34   1.967E-01      6.948E-01   4.428E-01   7.503E-01   1.755E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.918E+08   1.039E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   71   1.009676E+04   1.042850E+00   3.332E+14   1.001E+34   1.947E-01      6.908E-01   4.365E-01   7.446E-01   1.749E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.897E+08   1.139E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   72   1.014394E+04   1.053024E+00   3.296E+14   9.655E+33   1.927E-01      6.868E-01   4.302E-01   7.390E-01   1.744E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.874E+08   1.230E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   73   1.019069E+04   1.063071E+00   3.260E+14   9.305E+33   1.907E-01      6.828E-01   4.237E-01   7.334E-01   1.738E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.848E+08   1.315E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   74   1.023701E+04   1.072787E+00   3.220E+14   8.999E+33   1.884E-01      6.783E-01   4.164E-01   7.270E-01   1.732E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.816E+08   1.405E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   75   1.028292E+04   1.082415E+00   3.181E+14   8.695E+33   1.862E-01      6.738E-01   4.091E-01   7.207E-01   1.725E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.780E+08   1.490E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   76   1.032842E+04   1.091959E+00   3.141E+14   8.395E+33   1.839E-01      6.693E-01   4.017E-01   7.144E-01   1.719E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.742E+08   1.573E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   77   1.037352E+04   1.101419E+00   3.103E+14   8.097E+33   1.817E-01      6.649E-01   3.942E-01   7.082E-01   1.713E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.701E+08   1.653E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   78   1.041824E+04   1.110798E+00   3.064E+14   7.801E+33   1.795E-01      6.604E-01   3.866E-01   7.019E-01   1.706E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.656E+08   1.730E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   79   1.046257E+04   1.120097E+00   3.026E+14   7.508E+33   1.773E-01      6.560E-01   3.790E-01   6.957E-01   1.700E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.609E+08   1.806E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   80   1.050653E+04   1.129317E+00   2.988E+14   7.218E+33   1.752E-01      6.516E-01   3.713E-01   6.895E-01   1.694E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.559E+08   1.881E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   81   1.055013E+04   1.138462E+00   2.950E+14   6.930E+33   1.730E-01      6.472E-01   3.635E-01   6.834E-01   1.687E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.505E+08   1.954E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   82   1.059336E+04   1.147531E+00   2.913E+14   6.644E+33   1.709E-01      6.428E-01   3.556E-01   6.772E-01   1.681E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.449E+08   2.026E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   83   1.063625E+04   1.156527E+00   2.876E+14   6.361E+33   1.688E-01      6.384E-01   3.476E-01   6.711E-01   1.675E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.390E+08   2.098E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   84   1.067880E+04   1.165451E+00   2.840E+14   6.079E+33   1.667E-01      6.340E-01   3.395E-01   6.649E-01   1.668E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.328E+08   2.168E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   85   1.072101E+04   1.174089E+00   2.801E+14   5.817E+33   1.645E-01      6.294E-01   3.308E-01   6.585E-01   1.661E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.259E+08   2.242E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   86   1.076289E+04   1.182320E+00   2.759E+14   5.582E+33   1.621E-01      6.243E-01   3.210E-01   6.514E-01   1.654E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.179E+08   2.322E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   87   1.080444E+04   1.190486E+00   2.717E+14   5.350E+33   1.597E-01      6.192E-01   3.110E-01   6.443E-01   1.646E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.096E+08   2.400E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   88   1.084568E+04   1.198591E+00   2.676E+14   5.119E+33   1.573E-01      6.141E-01   3.007E-01   6.373E-01   1.638E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.009E+08   2.475E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   89   1.088661E+04   1.206634E+00   2.635E+14   4.889E+33   1.549E-01      6.090E-01   2.902E-01   6.302E-01   1.631E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.918E+08   2.548E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   90   1.092723E+04   1.214618E+00   2.594E+14   4.662E+33   1.526E-01      6.039E-01   2.794E-01   6.232E-01   1.623E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.823E+08   2.617E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   91   1.096755E+04   1.222542E+00   2.554E+14   4.436E+33   1.503E-01      5.988E-01   2.682E-01   6.163E-01   1.615E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.725E+08   2.683E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   92   1.100758E+04   1.230409E+00   2.514E+14   4.212E+33   1.479E-01      5.938E-01   2.566E-01   6.093E-01   1.608E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.623E+08   2.747E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   93   1.104732E+04   1.238219E+00   2.474E+14   3.989E+33   1.456E-01      5.886E-01   2.446E-01   6.024E-01   1.600E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.517E+08   2.808E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   94   1.108678E+04   1.245973E+00   2.434E+14   3.768E+33   1.433E-01      5.835E-01   2.320E-01   5.955E-01   1.592E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.408E+08   2.868E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   95   1.112595E+04   1.253569E+00   2.394E+14   3.554E+33   1.410E-01      5.783E-01   2.185E-01   5.885E-01   1.584E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.292E+08   2.928E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   96   1.116485E+04   1.260495E+00   2.348E+14   3.373E+33   1.383E-01      5.721E-01   2.017E-01   5.804E-01   1.574E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.153E+08   2.997E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   97   1.120349E+04   1.267373E+00   2.301E+14   3.192E+33   1.356E-01      5.660E-01   1.836E-01   5.724E-01   1.564E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.009E+08   3.064E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   98   1.124186E+04   1.274204E+00   2.256E+14   3.013E+33   1.330E-01      5.598E-01   1.636E-01   5.645E-01   1.555E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.860E+08   3.127E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   99   1.127996E+04   1.280989E+00   2.210E+14   2.836E+33   1.303E-01      5.536E-01   1.411E-01   5.567E-01   1.545E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.707E+08   3.184E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
