         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca  nSF   Acel   Aion   Zion
  100   1.131782E+04   1.287728E+00   2.165E+14   2.659E+33   1.277E-01      5.474E-01   1.143E-01   5.490E-01   1.535E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.548E+08   3.230E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  101   1.135542E+04   1.294423E+00   2.120E+14   2.484E+33   1.251E-01      5.411E-01   7.901E-02   5.417E-01   1.525E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.385E+08   3.264E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  102   1.139277E+04   1.301073E+00   2.075E+14   2.310E+33   1.225E-01      5.348E-01  -0.000E+00   5.348E-01   1.514E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.217E+08   3.284E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  103   1.142988E+04   1.307680E+00   2.031E+14   2.136E+33   1.199E-01      5.285E-01  -0.000E+00   5.285E-01   1.504E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.045E+08   3.290E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  104   1.146675E+04   1.313631E+00   1.980E+14   1.988E+33   1.169E-01      5.210E-01  -0.000E+00   5.210E-01   1.492E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.839E+08   3.283E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  105   1.150339E+04   1.319366E+00   1.927E+14   1.848E+33   1.138E-01      5.132E-01  -0.000E+00   5.132E-01   1.479E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.620E+08   3.258E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  106   1.153979E+04   1.325065E+00   1.874E+14   1.708E+33   1.107E-01      5.053E-01  -0.000E+00   5.053E-01   1.466E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.397E+08   3.220E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  107   1.157597E+04   1.330729E+00   1.822E+14   1.570E+33   1.077E-01      4.973E-01  -0.000E+00   4.973E-01   1.453E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.169E+08   3.168E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  108   1.161192E+04   1.336357E+00   1.769E+14   1.432E+33   1.046E-01      4.892E-01  -0.000E+00   4.892E-01   1.439E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.938E+08   3.107E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  109   1.164765E+04   1.341950E+00   1.718E+14   1.295E+33   1.016E-01      4.810E-01  -0.000E+00   4.810E-01   1.425E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.704E+08   3.039E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  110   1.168316E+04   1.347272E+00   1.663E+14   1.167E+33   9.834E-02      4.721E-01  -0.000E+00   4.721E-01   1.411E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.452E+08   2.959E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  111   1.171845E+04   1.352009E+00   1.600E+14   1.057E+33   9.465E-02      4.618E-01  -0.000E+00   4.618E-01   1.393E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.158E+08   2.861E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  112   1.174826E+04   1.356008E+00   1.540E+14   9.642E+32   9.108E-02      4.532E-01                           1.264E+00                                                      1.666E+09                                  1s0  926.9  232.0   32.0
  113   1.178124E+04   1.360434E+00   1.482E+14   8.615E+32   8.765E-02      4.450E-01                           1.251E+00                                                      1.837E+09                                  1s0  942.4  232.0   32.0
  114   1.181421E+04   1.364860E+00   1.426E+14   7.588E+32   8.434E-02      4.370E-01                           1.237E+00                                                      2.022E+09                                  1s0  957.4  232.0   32.0
  115   1.184361E+04   1.368730E+00   1.372E+14   6.693E+32   8.116E-02      4.293E-01                           1.223E+00                                                      2.217E+09                                  1s0  971.8  232.0   32.0
  116   1.185765E+04   1.370219E+00   1.320E+14   6.361E+32   7.810E-02      4.205E-01                           1.210E+00                                                      2.399E+09                                  1s0  995.2  232.0   32.0
  117   1.187169E+04   1.371709E+00   1.271E+14   6.029E+32   7.517E-02      4.087E-01                           1.201E+00                                                      2.541E+09                                  1s0 1043.5  232.0   32.0
  118   1.188573E+04   1.373198E+00   1.223E+14   5.697E+32   7.235E-02      3.977E-01                           1.190E+00                                                      2.690E+09                                  1s0 1090.1  232.0   32.0
  119   1.189977E+04   1.374688E+00   1.177E+14   5.365E+32   6.963E-02      3.874E-01                           1.179E+00                                                      2.842E+09                                  1s0 1134.9  232.0   32.0
  120   1.191381E+04   1.376178E+00   1.132E+14   5.033E+32   6.702E-02      3.778E-01                           1.168E+00                                                      2.993E+09                                  1s0 1178.0  232.0   32.0
  121   1.192785E+04   1.377667E+00   1.090E+14   4.701E+32   6.451E-02      3.687E-01                           1.156E+00                                                      3.139E+09                                  1s0 1219.4  232.0   32.0
  122   1.194189E+04   1.379157E+00   1.049E+14   4.369E+32   6.209E-02      3.601E-01                           1.145E+00                                                      3.280E+09                                  1s0 1259.3  232.0   32.0
  123   1.195593E+04   1.380646E+00   1.009E+14   4.037E+32   5.976E-02      3.520E-01                           1.133E+00                                                      3.416E+09                                  1s0 1297.8  232.0   32.0
  124   1.196799E+04   1.381704E+00   9.711E+13   3.806E+32   5.752E-02      3.443E-01                           1.121E+00                                                      3.547E+09                                  1s0 1334.7  232.0   32.0
  125   1.197919E+04   1.382574E+00   9.345E+13   3.618E+32   5.536E-02      3.370E-01                           1.108E+00                                                      3.674E+09                                  1s0 1370.3  232.0   32.0
  126   1.199039E+04   1.383444E+00   8.993E+13   3.431E+32   5.329E-02      3.300E-01                           1.096E+00                                                      3.796E+09                                  1s0 1404.5  232.0   32.0
  127   1.200160E+04   1.384314E+00   8.655E+13   3.243E+32   5.129E-02      3.234E-01                           1.084E+00                                                      3.915E+09                                  1s0 1437.4  232.0   32.0
  128   1.201280E+04   1.385184E+00   8.328E+13   3.055E+32   4.937E-02      3.169E-01                           1.072E+00                                                      4.029E+09                                  1s0 1469.1  232.0   32.0
  129   1.202400E+04   1.386054E+00   8.015E+13   2.868E+32   4.752E-02      3.108E-01                           1.060E+00                                                      4.139E+09                                  1s0 1499.6  232.0   32.0
  130   1.203521E+04   1.386924E+00   7.713E+13   2.680E+32   4.573E-02      3.291E-01                           1.060E+00                                                      4.135E+09                                  1s0 1519.5  183.0   40.0
  131   1.204641E+04   1.387795E+00   7.422E+13   2.492E+32   4.401E-02      3.236E-01                           1.047E+00                                                      4.247E+09                                  1s0 1538.6  183.0   40.0
  132   1.205761E+04   1.388665E+00   7.142E+13   2.305E+32   4.236E-02      3.182E-01                           1.034E+00                                                      4.353E+09                                  1s0 1556.9  183.0   40.0
  133   1.206678E+04   1.389199E+00   6.873E+13   2.192E+32   4.077E-02      3.130E-01                           1.022E+00                                                      4.453E+09                                  1s0 1574.5  183.0   40.0
  134   1.207574E+04   1.389699E+00   6.614E+13   2.087E+32   3.923E-02      3.079E-01                           1.009E+00                                                      4.548E+09                                  1s0 1591.5  183.0   40.0
  135   1.208470E+04   1.390198E+00   6.365E+13   1.983E+32   3.776E-02      3.030E-01                           9.969E-01                                                      4.637E+09                                  1s0 1607.8  183.0   40.0
  136   1.209365E+04   1.390698E+00   6.125E+13   1.878E+32   3.634E-02      2.982E-01                           9.847E-01                                                      4.720E+09                                  1s0 1623.5  183.0   40.0
  137   1.210261E+04   1.391197E+00   5.894E+13   1.774E+32   3.497E-02      2.935E-01                           9.725E-01                                                      4.798E+09                                  1s0 1638.7  183.0   40.0
  138   1.211157E+04   1.391697E+00   5.672E+13   1.669E+32   3.366E-02      2.889E-01                           9.606E-01                                                      4.869E+09                                  1s0 1653.2  183.0   40.0
  139   1.212052E+04   1.392196E+00   5.459E+13   1.564E+32   3.239E-02      2.844E-01                           9.487E-01                                                      4.934E+09                                  1s0 1667.2  183.0   40.0
  140   1.212948E+04   1.392695E+00   5.253E+13   1.460E+32   3.118E-02      2.801E-01                           9.370E-01                                                      4.994E+09                                  1s0 1680.7  183.0   40.0
  141   1.213844E+04   1.393195E+00   5.055E+13   1.355E+32   3.001E-02      2.758E-01                           9.254E-01                                                      5.047E+09                                  1s0 1693.7  183.0   40.0
  142   1.214627E+04   1.393539E+00   4.865E+13   1.284E+32   2.888E-02      2.717E-01                           9.139E-01                                                      5.094E+09                                  1s0 1706.1  183.0   40.0
  143   1.215377E+04   1.393837E+00   4.681E+13   1.223E+32   2.779E-02      2.676E-01                           9.026E-01                                                      5.134E+09                                  1s0 1718.2  183.0   40.0
  144   1.216126E+04   1.394135E+00   4.505E+13   1.163E+32   2.675E-02      2.636E-01                           8.914E-01                                                      5.169E+09                                  1s0 1729.7  183.0   40.0
  145   1.216876E+04   1.394433E+00   4.335E+13   1.102E+32   2.575E-02      2.597E-01                           8.803E-01                                                      5.197E+09                                  1s0 1740.8  183.0   40.0
  146   1.217626E+04   1.394731E+00   4.172E+13   1.041E+32   2.478E-02      2.559E-01                           8.693E-01                                                      5.219E+09                                  1s0 1751.5  183.0   40.0
  147   1.218376E+04   1.395029E+00   4.015E+13   9.801E+31   2.385E-02      2.521E-01                           8.585E-01                                                      5.235E+09                                  1s0 1761.8  183.0   40.0
  148   1.219126E+04   1.395326E+00   3.863E+13   9.193E+31   2.295E-02      2.485E-01                           8.478E-01                                                      5.244E+09                                  1s0 1771.7  183.0   40.0
  149   1.219876E+04   1.395624E+00   3.718E+13   8.584E+31   2.209E-02      2.449E-01                           8.372E-01                                                      5.248E+09                                  1s0 1781.3  183.0   40.0
  150   1.220625E+04   1.395922E+00   3.578E+13   7.976E+31   2.126E-02      2.414E-01                           8.268E-01                                                      5.245E+09                                  1s0 1790.5  183.0   40.0
  151   1.221298E+04   1.396146E+00   3.443E+13   7.523E+31   2.046E-02      2.379E-01                           8.165E-01                                                      5.236E+09                                  1s0 1799.3  183.0   40.0
  152   1.221918E+04   1.396321E+00   3.313E+13   7.174E+31   1.969E-02      2.543E-01                           8.040E-01                                                      5.217E+09                                  1s0 1772.4  193.0   50.0
  153   1.222539E+04   1.396496E+00   3.188E+13   6.824E+31   1.895E-02      2.525E-01                           7.932E-01                                                      5.193E+09                                  1s0 1743.4  193.0   50.0
  154   1.223160E+04   1.396671E+00   3.068E+13   6.475E+31   1.824E-02      2.506E-01                           7.826E-01                                                      5.162E+09                                  1s0 1715.4  193.0   50.0
  155   1.223780E+04   1.396846E+00   2.953E+13   6.126E+31   1.755E-02      2.487E-01                           7.722E-01                                                      5.126E+09                                  1s0 1688.6  193.0   50.0
  156   1.224401E+04   1.397021E+00   2.841E+13   5.776E+31   1.689E-02      2.469E-01                           7.618E-01                                                      5.085E+09                                  1s0 1662.7  193.0   50.0
  157   1.225021E+04   1.397195E+00   2.734E+13   5.427E+31   1.626E-02      2.449E-01                           7.517E-01                                                      5.039E+09                                  1s0 1637.8  193.0   50.0
  158   1.225642E+04   1.397370E+00   2.631E+13   5.078E+31   1.565E-02      2.430E-01                           7.416E-01                                                      4.990E+09                                  1s0 1613.9  193.0   50.0
  159   1.226263E+04   1.397545E+00   2.532E+13   4.728E+31   1.506E-02      2.411E-01                           7.317E-01                                                      4.938E+09                                  1s0 1590.8  193.0   50.0
  160   1.226851E+04   1.397697E+00   2.437E+13   4.425E+31   1.449E-02      2.392E-01                           7.220E-01                                                      4.882E+09                                  1s0 1568.7  193.0   50.0
  161   1.227371E+04   1.397801E+00   2.345E+13   4.223E+31   1.395E-02      2.372E-01                           7.124E-01                                                      4.825E+09                                  1s0 1547.3  193.0   50.0
  162   1.227890E+04   1.397904E+00   2.257E+13   4.020E+31   1.342E-02      2.352E-01                           7.029E-01                                                      4.765E+09                                  1s0 1526.8  193.0   50.0
  163   1.228410E+04   1.398007E+00   2.172E+13   3.818E+31   1.292E-02      2.333E-01                           6.935E-01                                                      4.705E+09                                  1s0 1507.0  193.0   50.0
  164   1.228929E+04   1.398111E+00   2.090E+13   3.615E+31   1.243E-02      2.313E-01                           6.843E-01                                                      4.643E+09                                  1s0 1488.0  193.0   50.0
  165   1.229449E+04   1.398214E+00   2.011E+13   3.413E+31   1.197E-02      2.293E-01                           6.752E-01                                                      4.580E+09                                  1s0 1469.7  193.0   50.0
  166   1.229969E+04   1.398317E+00   1.935E+13   3.210E+31   1.152E-02      2.273E-01                           6.662E-01                                                      4.516E+09                                  1s0 1452.1  193.0   50.0
  167   1.230488E+04   1.398421E+00   1.862E+13   3.008E+31   1.108E-02      2.253E-01                           6.573E-01                                                      4.453E+09                                  1s0 1435.1  193.0   50.0
  168   1.231008E+04   1.398524E+00   1.792E+13   2.805E+31   1.067E-02      2.233E-01                           6.486E-01                                                      4.389E+09                                  1s0 1418.8  193.0   50.0
  169   1.231526E+04   1.398627E+00   1.725E+13   2.603E+31   1.027E-02      2.213E-01                           6.400E-01                                                      4.325E+09                                  1s0 1403.1  193.0   50.0
  170   1.231952E+04   1.398686E+00   1.660E+13   2.488E+31   9.881E-03      2.192E-01                           6.315E-01                                                      4.261E+09                                  1s0 1388.0  193.0   50.0
  171   1.232378E+04   1.398746E+00   1.597E+13   2.373E+31   9.510E-03      2.172E-01                           6.232E-01                                                      4.198E+09                                  1s0 1373.5  193.0   50.0
  172   1.232804E+04   1.398806E+00   1.537E+13   2.259E+31   9.153E-03      2.152E-01                           6.149E-01                                                      4.136E+09                                  1s0 1359.5  193.0   50.0
  173   1.233230E+04   1.398865E+00   1.479E+13   2.144E+31   8.809E-03      2.134E-01                           6.118E-01                                                      4.111E+09                                  1s0 1341.9  164.0   50.0
  174   1.233656E+04   1.398925E+00   1.423E+13   2.029E+31   8.477E-03      2.121E-01                           6.034E-01                                                      4.048E+09                                  1s0 1315.5  164.0   50.0
  175   1.234082E+04   1.398984E+00   1.370E+13   1.914E+31   8.158E-03      2.108E-01                           5.952E-01                                                      3.985E+09                                  1s0 1290.1  164.0   50.0
  176   1.234508E+04   1.399044E+00   1.318E+13   1.799E+31   7.851E-03      2.094E-01                           5.871E-01                                                      3.923E+09                                  1s0 1265.7  164.0   50.0
  177   1.234934E+04   1.399103E+00   1.268E+13   1.684E+31   7.555E-03      2.080E-01                           5.791E-01                                                      3.862E+09                                  1s0 1242.1  164.0   50.0
  178   1.235360E+04   1.399163E+00   1.221E+13   1.569E+31   7.271E-03      2.067E-01                           5.712E-01                                                      3.802E+09                                  1s0 1219.5  164.0   50.0
  179   1.235744E+04   1.399209E+00   1.175E+13   1.480E+31   6.997E-03      2.053E-01                           5.634E-01                                                      3.742E+09                                  1s0 1197.7  164.0   50.0
  180   1.236085E+04   1.399242E+00   1.130E+13   1.417E+31   6.733E-03      2.039E-01                           5.557E-01                                                      3.682E+09                                  1s0 1176.7  164.0   50.0
  181   1.236426E+04   1.399276E+00   1.088E+13   1.354E+31   6.480E-03      2.024E-01                           5.481E-01                                                      3.623E+09                                  1s0 1156.5  164.0   50.0
  182   1.236768E+04   1.399309E+00   1.047E+13   1.291E+31   6.236E-03      2.010E-01                           5.406E-01                                                      3.564E+09                                  1s0 1137.1  164.0   50.0
  183   1.237109E+04   1.399342E+00   1.007E+13   1.228E+31   6.001E-03      1.995E-01                           5.332E-01                                                      3.505E+09                                  1s0 1118.4  164.0   50.0
  184   1.237450E+04   1.399375E+00   9.694E+12   1.165E+31   5.775E-03      1.981E-01                           5.260E-01                                                      3.447E+09                                  1s0 1100.4  164.0   50.0
  185   1.237791E+04   1.399408E+00   9.328E+12   1.102E+31   5.558E-03      1.965E-01                           5.194E-01                                                      3.393E+09                                  1s0 1084.4  161.0   50.0
  186   1.238133E+04   1.399441E+00   8.977E+12   1.039E+31   5.349E-03      1.949E-01                           5.124E-01                                                      3.335E+09                                  1s0 1069.0  161.0   50.0
  187   1.238474E+04   1.399474E+00   8.639E+12   9.756E+30   5.147E-03      1.934E-01                           5.054E-01                                                      3.277E+09                                  1s0 1054.2  161.0   50.0
  188   1.238815E+04   1.399507E+00   8.313E+12   9.125E+30   4.954E-03      1.918E-01                           4.986E-01                                                      3.219E+09                                  1s0 1040.0  161.0   50.0
  189   1.239115E+04   1.399532E+00   8.000E+12   8.649E+30   4.767E-03      1.902E-01                           4.919E-01                                                      3.161E+09                                  1s0 1026.3  161.0   50.0
  190   1.239372E+04   1.399549E+00   7.699E+12   8.334E+30   4.588E-03      1.886E-01                           4.852E-01                                                      3.102E+09                                  1s0 1013.1  161.0   50.0
  191   1.239629E+04   1.399566E+00   7.408E+12   8.019E+30   4.415E-03      1.870E-01                           4.787E-01                                                      3.044E+09                                  1s0 1000.4  161.0   50.0
  192   1.239886E+04   1.399583E+00   7.129E+12   7.705E+30   4.249E-03      1.853E-01                           4.722E-01                                                      2.986E+09                                  1s0  988.2  161.0   50.0
  193   1.240143E+04   1.399599E+00   6.861E+12   7.390E+30   4.089E-03      1.837E-01                           4.659E-01                                                      2.928E+09                                  1s0  976.4  161.0   50.0
  194   1.240400E+04   1.399616E+00   6.602E+12   7.075E+30   3.935E-03      1.821E-01                           4.596E-01                                                      2.871E+09                                  1s0  965.1  161.0   50.0
  195   1.240657E+04   1.399633E+00   6.353E+12   6.760E+30   3.787E-03      1.805E-01                           4.534E-01                                                      2.813E+09                                  1s0  954.2  161.0   50.0
  196   1.240913E+04   1.399650E+00   6.114E+12   6.445E+30   3.645E-03      1.796E-01                           4.473E-01                                                      2.757E+09                                  1s0  932.1  159.0   50.0
  197   1.241170E+04   1.399666E+00   5.884E+12   6.130E+30   3.508E-03      1.791E-01                           4.407E-01                                                      2.694E+09                                  1s0  903.2  159.0   50.0
  198   1.241427E+04   1.399683E+00   5.662E+12   5.815E+30   3.376E-03      1.787E-01                           4.341E-01                                                      2.632E+09                                  1s0  875.5  159.0   50.0
  199   1.241684E+04   1.399700E+00   5.449E+12   5.501E+30   3.248E-03      1.783E-01                           4.276E-01                                                      2.571E+09                                  1s0  848.7  159.0   50.0
  200   1.241939E+04   1.399716E+00   5.243E+12   5.191E+30   3.126E-03      1.778E-01                           4.211E-01                                                      2.509E+09                                  1s0  823.0  159.0   50.0
  201   1.242149E+04   1.399725E+00   5.046E+12   5.034E+30   3.008E-03      1.774E-01                           4.147E-01                                                      2.448E+09                                  1s0  798.3  159.0   50.0
  202   1.242358E+04   1.399733E+00   4.856E+12   4.876E+30   2.895E-03      1.769E-01                           4.084E-01                                                      2.388E+09                                  1s0  774.4  159.0   50.0
  203   1.242567E+04   1.399742E+00   4.673E+12   4.719E+30   2.786E-03      1.764E-01                           4.022E-01                                                      2.328E+09                                  1s0  751.5  159.0   50.0
  204   1.242776E+04   1.399750E+00   4.497E+12   4.562E+30   2.681E-03      1.759E-01                           3.960E-01                                                      2.269E+09                                  1s0  729.5  159.0   50.0
  205   1.242986E+04   1.399758E+00   4.327E+12   4.405E+30   2.580E-03      1.754E-01                           3.898E-01                                                      2.211E+09                                  1s0  708.2  159.0   50.0
  206   1.243195E+04   1.399767E+00   4.164E+12   4.247E+30   2.483E-03      1.748E-01                           3.838E-01                                                      2.153E+09                                  1s0  687.8  159.0   50.0
  207   1.243404E+04   1.399775E+00   4.007E+12   4.090E+30   2.390E-03      1.743E-01                           3.778E-01                                                      2.096E+09                                  1s0  668.2  159.0   50.0
  208   1.243613E+04   1.399784E+00   3.856E+12   3.933E+30   2.300E-03      1.737E-01                           3.719E-01                                                      2.039E+09                                  1s0  649.2  159.0   50.0
  209   1.243823E+04   1.399792E+00   3.711E+12   3.776E+30   2.213E-03      1.732E-01                           3.660E-01                                                      1.984E+09                                  1s0  631.0  159.0   50.0
  210   1.244032E+04   1.399801E+00   3.571E+12   3.619E+30   2.130E-03      1.726E-01                           3.602E-01                                                      1.929E+09                                  1s0  613.5  159.0   50.0
  211   1.244241E+04   1.399809E+00   3.437E+12   3.461E+30   2.050E-03      1.720E-01                           3.544E-01                                                      1.875E+09                                  1s0  596.7  159.0   50.0
  212   1.244450E+04   1.399818E+00   3.307E+12   3.304E+30   1.973E-03      1.714E-01                           3.487E-01                                                      1.822E+09                                  1s0  580.4  159.0   50.0
  213   1.244658E+04   1.399826E+00   3.183E+12   3.152E+30   1.898E-03      1.707E-01                           3.431E-01                                                      1.769E+09                                  1s0  564.8  159.0   50.0
  214   1.244836E+04   1.399830E+00   3.063E+12   3.073E+30   1.827E-03      1.701E-01                           3.375E-01                                                      1.718E+09                                  1s0  549.8  159.0   50.0
  215   1.245015E+04   1.399834E+00   2.947E+12   2.994E+30   1.758E-03      1.694E-01                           3.320E-01                                                      1.668E+09                                  1s0  535.4  159.0   50.0
  216   1.245194E+04   1.399839E+00   2.836E+12   2.914E+30   1.692E-03      1.687E-01                           3.266E-01                                                      1.618E+09                                  1s0  521.4  159.0   50.0
  217   1.245373E+04   1.399843E+00   2.729E+12   2.835E+30   1.628E-03      1.680E-01                           3.212E-01                                                      1.570E+09                                  1s0  508.1  159.0   50.0
  218   1.245552E+04   1.399847E+00   2.626E+12   2.756E+30   1.567E-03      1.554E-01                           3.284E-01                                                      1.635E+09                                  1s0  494.2  117.0   40.0
  219   1.245730E+04   1.399851E+00   2.528E+12   2.677E+30   1.508E-03      1.550E-01                           3.232E-01                                                      1.588E+09                                  1s0  479.3  117.0   40.0
  220   1.245909E+04   1.399856E+00   2.432E+12   2.598E+30   1.451E-03      1.546E-01                           3.180E-01                                                      1.542E+09                                  1s0  464.9  117.0   40.0
  221   1.246088E+04   1.399860E+00   2.341E+12   2.519E+30   1.397E-03      1.542E-01                           3.129E-01                                                      1.496E+09                                  1s0  451.1  117.0   40.0
  222   1.246267E+04   1.399864E+00   2.252E+12   2.439E+30   1.344E-03      1.538E-01                           3.078E-01                                                      1.452E+09                                  1s0  437.8  117.0   40.0
  223   1.246446E+04   1.399869E+00   2.168E+12   2.360E+30   1.294E-03      1.533E-01                           3.028E-01                                                      1.408E+09                                  1s0  424.9  117.0   40.0
  224   1.246624E+04   1.399873E+00   2.086E+12   2.281E+30   1.245E-03      1.529E-01                           2.978E-01                                                      1.366E+09                                  1s0  412.6  117.0   40.0
  225   1.246803E+04   1.399877E+00   2.007E+12   2.202E+30   1.198E-03      1.524E-01                           2.929E-01                                                      1.324E+09                                  1s0  400.8  117.0   40.0
  226   1.246982E+04   1.399881E+00   1.932E+12   2.123E+30   1.153E-03      1.519E-01                           2.880E-01                                                      1.283E+09                                  1s0  389.4  117.0   40.0
  227   1.247161E+04   1.399886E+00   1.859E+12   2.043E+30   1.110E-03      1.514E-01                           2.831E-01                                                      1.243E+09                                  1s0  378.4  117.0   40.0
  228   1.247339E+04   1.399890E+00   1.789E+12   1.964E+30   1.068E-03      1.509E-01                           2.783E-01                                                      1.203E+09                                  1s0  367.8  117.0   40.0
  229   1.247531E+04   1.399893E+00   1.721E+12   1.912E+30   1.028E-03      1.504E-01                           2.736E-01                                                      1.165E+09                                  1s0  357.6  117.0   40.0
  230   1.247725E+04   1.399895E+00   1.657E+12   1.866E+30   9.890E-04      1.499E-01                           2.689E-01                                                      1.126E+09                                  1s0  347.9  117.0   40.0
  231   1.247920E+04   1.399898E+00   1.594E+12   1.819E+30   9.518E-04      1.493E-01                           2.642E-01                                                      1.089E+09                                  1s0  338.4  117.0   40.0
  232   1.248114E+04   1.399901E+00   1.534E+12   1.773E+30   9.160E-04      1.488E-01                           2.596E-01                                                      1.052E+09                                  1s0  329.4  117.0   40.0
  233   1.248309E+04   1.399903E+00   1.476E+12   1.727E+30   8.816E-04      1.482E-01                           2.550E-01                                                      1.016E+09                                  1s0  320.6  117.0   40.0
  234   1.248503E+04   1.399906E+00   1.421E+12   1.681E+30   8.484E-04      1.476E-01                           2.509E-01                                                      9.839E+08                                  1s0  312.3  116.0   40.0
  235   1.248698E+04   1.399908E+00   1.367E+12   1.635E+30   8.165E-04      1.470E-01                           2.464E-01                                                      9.489E+08                                  1s0  304.3  116.0   40.0
  236   1.248892E+04   1.399911E+00   1.316E+12   1.588E+30   7.858E-04      1.464E-01                           2.420E-01                                                      9.145E+08                                  1s0  296.6  116.0   40.0
  237   1.249087E+04   1.399913E+00   1.266E+12   1.542E+30   7.562E-04      1.458E-01                           2.376E-01                                                      8.805E+08                                  1s0  289.2  116.0   40.0
  238   1.249281E+04   1.399916E+00   1.218E+12   1.496E+30   7.278E-04      1.451E-01                           2.332E-01                                                      8.470E+08                                  1s0  282.1  116.0   40.0
  239   1.249476E+04   1.399918E+00   1.172E+12   1.450E+30   7.004E-04      1.445E-01                           2.289E-01                                                      8.139E+08                                  1s0  275.2  116.0   40.0
  240   1.249670E+04   1.399921E+00   1.128E+12   1.404E+30   6.741E-04      1.438E-01                           2.247E-01                                                      7.812E+08                                  1s0  268.6  116.0   40.0
  241   1.249865E+04   1.399923E+00   1.086E+12   1.358E+30   6.487E-04      1.431E-01                           2.204E-01                                                      7.490E+08                                  1s0  262.2  116.0   40.0
  242   1.250059E+04   1.399926E+00   1.045E+12   1.311E+30   6.244E-04      1.424E-01                           2.163E-01                                                      7.171E+08                                  1s0  256.1  116.0   40.0
  243   1.250254E+04   1.399928E+00   1.005E+12   1.265E+30   6.009E-04      1.417E-01                           2.121E-01                                                      6.855E+08                                  1s0  250.2  116.0   40.0
  244   1.250459E+04   1.399931E+00   9.676E+11   1.221E+30   5.783E-04      1.410E-01                           2.080E-01                                                      6.543E+08                                  1s0  244.6  116.0   40.0
  245   1.250720E+04   1.399933E+00   9.311E+11   1.186E+30   5.565E-04      1.402E-01                           2.040E-01                                                      6.234E+08                                  1s0  239.1  116.0   40.0
  246   1.250981E+04   1.399935E+00   8.961E+11   1.151E+30   5.355E-04      1.395E-01                           1.999E-01                                                      5.929E+08                                  1s0  233.9  116.0   40.0
  247   1.251242E+04   1.399937E+00   8.623E+11   1.115E+30   5.154E-04      1.387E-01                           1.960E-01                                                      5.626E+08                                  1s0  228.8  116.0   40.0
  248   1.251503E+04   1.399939E+00   8.298E+11   1.080E+30   4.959E-04      1.379E-01                           1.920E-01                                                      5.327E+08                                  1s0  224.0  116.0   40.0
  249   1.251764E+04   1.399940E+00   7.985E+11   1.045E+30   4.773E-04      1.371E-01                           1.881E-01                                                      5.032E+08                                  1s0  219.3  116.0   40.0
  250   1.252024E+04   1.399942E+00   7.685E+11   1.010E+30   4.593E-04      1.363E-01                           1.843E-01                                                      4.742E+08                                  1s0  214.8  116.0   40.0
  251   1.252285E+04   1.399944E+00   7.395E+11   9.749E+29   4.420E-04      1.355E-01                           1.804E-01                                                      4.458E+08                                  1s0  210.5  116.0   40.0
  252   1.252546E+04   1.399946E+00   7.116E+11   9.398E+29   4.254E-04      1.347E-01                           1.767E-01                                                      4.179E+08                                  1s0  206.3  116.0   40.0
  253   1.252807E+04   1.399948E+00   6.848E+11   9.047E+29   4.093E-04      1.338E-01                           1.729E-01                                                      3.906E+08                                  1s0  202.3  116.0   40.0
  254   1.253068E+04   1.399950E+00   6.590E+11   8.695E+29   3.939E-04      1.330E-01                           1.692E-01                                                      3.638E+08                                  1s0  198.4  116.0   40.0
  255   1.253329E+04   1.399952E+00   6.342E+11   8.344E+29   3.791E-04      1.322E-01                           1.655E-01                                                      3.374E+08                                  1s0  194.5  116.0   40.0
  256   1.253589E+04   1.399954E+00   6.103E+11   7.993E+29   3.648E-04      1.313E-01                           1.618E-01                                                      3.118E+08                                  1s0  190.8  116.0   40.0
  257   1.253850E+04   1.399956E+00   5.873E+11   7.641E+29   3.511E-04      1.305E-01                           1.581E-01                                                      2.869E+08                                  1s0  187.2  116.0   40.0
