      6    241    179          Itext Imax Icore

      Akmal, Pandariphande & Ravenhall: A18 + dv + UIX* model (the best one)

   Rho        Press       nbar       Ye         Ymu        Yn         Yp         Yla        Ysm        Ys0        Ysp       mstp       mstn       mstla      mstsm      msts0      mstsp
  g/cm3     dyne/cm2     #/fm3     [A_cell]    [A_ion]     [Z]

 1.8978E+15 7.8979E+35 9.0000E-01 8.6459E-02 6.5918E-02 8.4762E-01 1.5238E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.0503E-01 4.5637E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.8672E+15 7.6118E+35 8.9000E-01 8.6076E-02 6.5421E-02 8.4850E-01 1.5150E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.0624E-01 4.5844E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.8369E+15 7.3328E+35 8.8000E-01 8.5684E-02 6.4916E-02 8.4940E-01 1.5060E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.0748E-01 4.6055E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.8069E+15 7.0607E+35 8.7000E-01 8.5285E-02 6.4400E-02 8.5031E-01 1.4969E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.0874E-01 4.6271E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.7773E+15 6.7954E+35 8.6000E-01 8.4877E-02 6.3876E-02 8.5125E-01 1.4875E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1003E-01 4.6490E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.7481E+15 6.5369E+35 8.5000E-01 8.4462E-02 6.3342E-02 8.5220E-01 1.4780E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1135E-01 4.6715E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.7192E+15 6.2851E+35 8.4000E-01 8.4039E-02 6.2799E-02 8.5316E-01 1.4684E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1269E-01 4.6943E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.6906E+15 6.0398E+35 8.3000E-01 8.3608E-02 6.2246E-02 8.5415E-01 1.4585E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1407E-01 4.7176E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.6623E+15 5.8010E+35 8.2000E-01 8.3168E-02 6.1684E-02 8.5515E-01 1.4485E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1548E-01 4.7414E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.6343E+15 5.5687E+35 8.1000E-01 8.2722E-02 6.1112E-02 8.5617E-01 1.4383E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1693E-01 4.7656E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.6067E+15 5.3427E+35 8.0000E-01 8.2267E-02 6.0531E-02 8.5720E-01 1.4280E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1840E-01 4.7903E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.5794E+15 5.1230E+35 7.9000E-01 8.1804E-02 5.9941E-02 8.5826E-01 1.4174E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.1991E-01 4.8155E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.5523E+15 4.9095E+35 7.8000E-01 8.1333E-02 5.9340E-02 8.5933E-01 1.4067E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.2146E-01 4.8412E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.5256E+15 4.7020E+35 7.7000E-01 8.0855E-02 5.8730E-02 8.6042E-01 1.3958E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.2304E-01 4.8673E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.4992E+15 4.5006E+35 7.6000E-01 8.0368E-02 5.8110E-02 8.6152E-01 1.3848E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.2466E-01 4.8940E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.4730E+15 4.3050E+35 7.5000E-01 7.9874E-02 5.7481E-02 8.6265E-01 1.3735E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.2632E-01 4.9213E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.4472E+15 4.1153E+35 7.4000E-01 7.9371E-02 5.6841E-02 8.6379E-01 1.3621E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.2803E-01 4.9490E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.4216E+15 3.9314E+35 7.3000E-01 7.8861E-02 5.6191E-02 8.6495E-01 1.3505E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.2977E-01 4.9773E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.3963E+15 3.7531E+35 7.2000E-01 7.8342E-02 5.5532E-02 8.6613E-01 1.3387E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.3156E-01 5.0062E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.3713E+15 3.5804E+35 7.1000E-01 7.7816E-02 5.4862E-02 8.6732E-01 1.3268E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.3339E-01 5.0356E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.3465E+15 3.4132E+35 7.0000E-01 7.7281E-02 5.4181E-02 8.6854E-01 1.3146E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.3527E-01 5.0656E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.3220E+15 3.2514E+35 6.9000E-01 7.6738E-02 5.3491E-02 8.6977E-01 1.3023E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.3719E-01 5.0963E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.2978E+15 3.0949E+35 6.8000E-01 7.6187E-02 5.2790E-02 8.7102E-01 1.2898E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.3917E-01 5.1275E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.2738E+15 2.9436E+35 6.7000E-01 7.5628E-02 5.2078E-02 8.7229E-01 1.2771E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.4119E-01 5.1593E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.2500E+15 2.7975E+35 6.6000E-01 7.5060E-02 5.1355E-02 8.7358E-01 1.2642E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.4327E-01 5.1918E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.2265E+15 2.6564E+35 6.5000E-01 7.4484E-02 5.0622E-02 8.7489E-01 1.2511E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.4541E-01 5.2249E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.2033E+15 2.5203E+35 6.4000E-01 7.3899E-02 4.9877E-02 8.7622E-01 1.2378E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.4760E-01 5.2587E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.1802E+15 2.3890E+35 6.3000E-01 7.3305E-02 4.9121E-02 8.7757E-01 1.2243E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.4985E-01 5.2931E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.1574E+15 2.2626E+35 6.2000E-01 7.2703E-02 4.8354E-02 8.7894E-01 1.2106E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.5216E-01 5.3283E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.1348E+15 2.1408E+35 6.1000E-01 7.2092E-02 4.7575E-02 8.8033E-01 1.1967E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.5453E-01 5.3642E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.1124E+15 2.0237E+35 6.0000E-01 7.1472E-02 4.6784E-02 8.8174E-01 1.1826E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.5697E-01 5.4008E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.0903E+15 1.9110E+35 5.9000E-01 7.0843E-02 4.5981E-02 8.8318E-01 1.1682E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.5948E-01 5.4381E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.0683E+15 1.8028E+35 5.8000E-01 7.0205E-02 4.5166E-02 8.8463E-01 1.1537E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.6206E-01 5.4762E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.0466E+15 1.6990E+35 5.7000E-01 6.9557E-02 4.4338E-02 8.8610E-01 1.1390E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.6472E-01 5.5151E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.0250E+15 1.5994E+35 5.6000E-01 6.8899E-02 4.3498E-02 8.8760E-01 1.1240E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.6745E-01 5.5548E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.0037E+15 1.5039E+35 5.5000E-01 6.8232E-02 4.2644E-02 8.8912E-01 1.1088E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.7026E-01 5.5953E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 9.8251E+14 1.4125E+35 5.4000E-01 6.7555E-02 4.1778E-02 8.9067E-01 1.0933E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.7315E-01 5.6367E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 9.6153E+14 1.3251E+35 5.3000E-01 6.6867E-02 4.0897E-02 8.9224E-01 1.0776E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.7613E-01 5.6789E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 9.4072E+14 1.2415E+35 5.2000E-01 6.6169E-02 4.0002E-02 8.9383E-01 1.0617E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.7920E-01 5.7220E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 9.2009E+14 1.1617E+35 5.1000E-01 6.5460E-02 3.9094E-02 8.9545E-01 1.0455E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.8236E-01 5.7660E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 8.9963E+14 1.0857E+35 5.0000E-01 6.4740E-02 3.8170E-02 8.9709E-01 1.0291E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.8562E-01 5.8110E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 8.7933E+14 1.0132E+35 4.9000E-01 6.4008E-02 3.7232E-02 8.9876E-01 1.0124E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.8898E-01 5.8569E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 8.5919E+14 9.4427E+34 4.8000E-01 6.3265E-02 3.6278E-02 9.0046E-01 9.9543E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.9244E-01 5.9038E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 8.3921E+14 8.7875E+34 4.7000E-01 6.2510E-02 3.5309E-02 9.0218E-01 9.7819E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.9602E-01 5.9517E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 8.1938E+14 8.1655E+34 4.6000E-01 6.1743E-02 3.4324E-02 9.0393E-01 9.6067E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 3.9971E-01 6.0006E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 7.9970E+14 7.5760E+34 4.5000E-01 6.0964E-02 3.3322E-02 9.0571E-01 9.4286E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.0353E-01 6.0506E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 7.8015E+14 7.0179E+34 4.4000E-01 6.0172E-02 3.2305E-02 9.0752E-01 9.2477E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.0747E-01 6.1017E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 7.6074E+14 6.4904E+34 4.3000E-01 5.9368E-02 3.1271E-02 9.0936E-01 9.0639E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.1155E-01 6.1539E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 7.4147E+14 5.9925E+34 4.2000E-01 5.8551E-02 3.0220E-02 9.1123E-01 8.8771E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.1576E-01 6.2072E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 7.2232E+14 5.5234E+34 4.1000E-01 5.7722E-02 2.9153E-02 9.1312E-01 8.6875E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.2012E-01 6.2617E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 7.0329E+14 5.0820E+34 4.0000E-01 5.6881E-02 2.8070E-02 9.1505E-01 8.4951E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.2464E-01 6.3174E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 6.8439E+14 4.6675E+34 3.9000E-01 5.6029E-02 2.6971E-02 9.1700E-01 8.3000E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.2932E-01 6.3743E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 6.6559E+14 4.2790E+34 3.8000E-01 5.5166E-02 2.5857E-02 9.1898E-01 8.1022E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.3417E-01 6.4324E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 6.4691E+14 3.9154E+34 3.7000E-01 5.4293E-02 2.4728E-02 9.2098E-01 7.9021E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.3920E-01 6.4918E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 6.2833E+14 3.5759E+34 3.6000E-01 5.3413E-02 2.3587E-02 9.2300E-01 7.6999E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.4442E-01 6.5525E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 6.0985E+14 3.2595E+34 3.5000E-01 5.2526E-02 2.2433E-02 9.2504E-01 7.4960E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.4984E-01 6.6145E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 5.9147E+14 2.9651E+34 3.4000E-01 5.1636E-02 2.1270E-02 9.2709E-01 7.2906E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.5548E-01 6.6778E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 5.7318E+14 2.6918E+34 3.3000E-01 5.0745E-02 2.0099E-02 9.2916E-01 7.0844E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.6135E-01 6.7424E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 5.5497E+14 2.4386E+34 3.2000E-01 4.9856E-02 1.8922E-02 9.3122E-01 6.8778E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.6745E-01 6.8084E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 5.3676E+14 2.4120E+34 3.1000E-01 5.0145E-02 1.8582E-02 9.3127E-01 6.8727E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.7421E-01 6.8674E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 5.1863E+14 2.1701E+34 3.0000E-01 5.0435E-02 1.8213E-02 9.3135E-01 6.8648E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.8124E-01 6.9281E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 5.0059E+14 1.9471E+34 2.9000E-01 5.0728E-02 1.7816E-02 9.3146E-01 6.8544E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.8855E-01 6.9906E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 4.8263E+14 1.7421E+34 2.8000E-01 5.1025E-02 1.7388E-02 9.3159E-01 6.8413E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.9615E-01 7.0549E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 4.6475E+14 1.5541E+34 2.7000E-01 5.1327E-02 1.6930E-02 9.3174E-01 6.8257E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.0407E-01 7.1212E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 4.4695E+14 1.3820E+34 2.6000E-01 5.1636E-02 1.6437E-02 9.3193E-01 6.8073E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.1232E-01 7.1894E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 4.2921E+14 1.2248E+34 2.5000E-01 5.1951E-02 1.5907E-02 9.3214E-01 6.7857E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.2093E-01 7.2597E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 4.1154E+14 1.0816E+34 2.4000E-01 5.2270E-02 1.5334E-02 9.3240E-01 6.7603E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.2992E-01 7.3322E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 3.9394E+14 9.5129E+33 2.3000E-01 5.2588E-02 1.4712E-02 9.3270E-01 6.7301E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.3931E-01 7.4070E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 3.7639E+14 8.3305E+33 2.2000E-01 5.2901E-02 1.4034E-02 9.3307E-01 6.6934E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.4913E-01 7.4842E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 3.5890E+14 7.2601E+33 2.1000E-01 5.3197E-02 1.3288E-02 9.3352E-01 6.6484E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.5941E-01 7.5639E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 3.0658E+14 6.6460E+33 1.8000E-01 5.1660E-02 9.2694E-03 9.3907E-01 6.0930E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.9263E-01 7.8316E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 2.8921E+14 5.6119E+33 1.7000E-01 5.0308E-02 7.4137E-03 9.4228E-01 5.7721E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 6.0466E-01 7.9298E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 2.7189E+14 4.6920E+33 1.6000E-01 4.8859E-02 5.5483E-03 9.4559E-01 5.4407E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 6.1738E-01 8.0304E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 2.5463E+14 3.8812E+33 1.5000E-01 4.7274E-02 3.7033E-03 9.4902E-01 5.0977E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 6.3084E-01 8.1336E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 2.3743E+14 3.1740E+33 1.4000E-01 4.5499E-02 1.9511E-03 9.5255E-01 4.7450E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 6.4510E-01 8.2393E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 2.2027E+14 2.5632E+33 1.3000E-01 4.3454E-02 4.7679E-04 9.5607E-01 4.3931E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 6.6027E-01 8.3473E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 2.0314E+14 2.0350E+33 1.2000E-01 4.0957E-02 0.0000E+00 9.5904E-01 4.0957E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 6.7651E-01 8.4563E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.8604E+14 1.5890E+33 1.1000E-01 3.8112E-02 0.0000E+00 9.6189E-01 3.8111E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 6.9384E-01 8.5676E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.6899E+14 1.2230E+33 1.0000E-01 3.4999E-02 0.0000E+00 9.6500E-01 3.4998E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 7.1231E-01 8.6823E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.5197E+14 9.2819E+32 9.0000E-02 3.1606E-02 0.0000E+00 9.6839E-01 3.1606E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 7.3203E-01 8.8003E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1.334E+14        6.349E+32        7.890E-02	     982     232     32
   8.011E+13        2.745E+32        4.750E-02	    1500     183     40
   3.432E+13        7.426E+31        2.040E-02	    1800     193     50
   1.496E+13        2.096E+31        8.910E-03	    1350     164     50 
   9.685E+12        1.107E+31        5.770E-03	    1100     161     50 
   6.257E+12        6.193E+30        3.730E-03	     950     159     50 
   2.665E+12        2.637E+30        1.590E-03	     500     117     40
   1.472E+12        1.695E+30        8.790E-04       320     116     40 
   1.004E+12        1.261E+30        6.000E-04	     250     116     40 
   6.692E+11        8.740E+29        4.000E-04	     200     116     40 
   5.409E+11        7.000E+29        3.234E-04	     180     116     40   \ Phase transition to the outer crust:
   3.935e+11        6.999e+29        2.355e-04       130     130     40   / pressure continuous but density jumps
   3.285e+11        5.816e+29        1.966e-04        88      88     28
   2.635e+11        4.473e+29        1.578e-04        86      86     28
   2.044e+11        3.290e+29        1.224e-04        84      84     28
   1.855e+11        2.892e+29       1.1115e-04        84      84     28
   1.711e+11        2.597e+29        1.025e-04        84      84     28
   1.390e+11        2.033e+29        8.331e-05        82      82     28
   1.076e+11        1.495e+29        6.455e-05        80      80     28
   8.335e+10        1.100e+29       5.0014e-05        78      78     28
   6.617e+10        8.089e+28        3.971e-05        78      78     28
   5.255e+10        5.949e+28       3.1545e-05        78      78     28
   4.172e+10        4.628e+28        2.506e-05        80      80     30
   3.314e+10        3.404e+28        1.990e-05        80      80     30
   2.631e+10        2.503e+28        1.581e-05        80      80     30
  2.1175e+10        1.938e+28       1.2725e-05        78      78     30
   1.660e+10        1.425e+28        9.981e-06        72      72     28
   1.273e+10        1.048e+28        7.653e-06        84      84     34
   1.011e+10        7.702e+27        6.077e-06        84      84     34
   8.025e+09        5.662e+27        4.827e-06        84      84     34
   6.602e+09        4.362e+27        3.971e-06        84      84     34
   4.074e+09        2.356e+27        2.452e-06        68      68     28
   2.570e+09        1.272e+27        1.547e-06        68      68     28
   1.621e+09        6.860e+26        9.761e-07        68      68     28
   1.288e+09        5.036e+26        7.753e-07        68      68     28
   1.045e+09        4.129e+26        6.294e-07        64      64     28
   8.301e+08        3.029e+26        5.000e-07        64      64     28
   5.237e+08        1.629e+26        3.155e-07        64      64     28
   3.304e+08        8.738e+25        1.990e-07        64      64     28
   2.624e+08        6.676e+25        1.581e-07        64      62     28
   1.315e+08        2.604e+25        7.924e-08        62      62     28
   6.589e+07        1.006e+25        3.972e-08        62      62     28
   3.302e+07        3.833e+24        1.990e-08        62      62     28
   1.655e+07        1.435e+24        9.976e-09        62      62     28
   8.293e+06        5.259e+23        5.000e-09        62      62     28
   6.588e+06        3.911e+23        3.972e-09        56      56     26
   2.622e+06        9.755e+22        1.581e-09        56      56     26
   1.044e+06        2.318e+22        6.294e-10        56      56     26
   4.156e+05        5.266e+21        2.506e-10        56      56     26
   1.654e+05        1.151e+21        9.976e-11        56      56     26
   6.587E+04        2.431E+20        3.972E-11        56      56     26
   2.622E+04        4.968E+19        1.581E-11        56      56     26
   1.044E+04        9.744E+18        6.295E-12        56      56     26
   1.150E+03        1.900E+17        6.930E-13        56      56     26
   2.120E+02        5.820E+15        1.270E-13        56      56     26
   4.510E+01        1.700E+14        2.720E-14        56      56     26
   1.640E+01        1.400E+13        9.900E-15        56      56     26
   1.160E+01        1.210E+12        6.990E-15        56      56     26
   8.150E+00        1.010E+11        4.910E-15        56      56     26
   7.900E+00        1.010E+10        4.760E-15        56      56     26
   7.860E+00        1.010E+09        4.730E-15        56      56     26
   7.800E+00        1.010E+08        4.700E-15        56      56     26




CRUST: from "Crust_EOS_Cat_HZD-NV.dat":
             Haensel-Zdunik-Dobaczewski below neutron drip
             Negele-Vautherin above neutron drip

******************************************************************************************************************************************************

CRUST-CORE BOUNDARY:the last line in the core is:

   Rho        Press       nbar       Ye
  g/cm3     dyne/cm2     #/fm3                  [A_cell]     [A_ion]      [Z]

1.5197E+14 9.2819E+32 9.0000E-02 3.1606E-02
 3.493E+13  7.311E+31  2.096E-02                  1127.        124.        26.

This garantees good match between Ye in the core (3.1606E-02) and the last one in the crust: Z= 32 A_cell=982 => Ye = 0.0326

******************************************************************************************************************************************************

These two lines are eliminated: phase transition to Pi^- condensate

 3.4147E+14 6.2938E+33 2.0000E-01 5.3463E-02 1.2461E-02 9.3408E-01 6.5924E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.7017E-01 7.6464E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 3.2403E+14 7.7987E+33 1.9000E-01 5.2950E-02 1.1105E-02 9.3595E-01 6.4054E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.8122E-01 7.7358E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00

These are the last lines calculated by Andrew Steiner, but cut-off to match with the crust:

 1.3499E+14 6.9528E+32 8.0000E-02 2.7937E-02 0.0000E+00 9.7206E-01 2.7936E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 7.5316E-01 8.9216E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.1803e+14 5.1444e+32 7.0000e-02 2.4017e-02 0.0000e+00 9.7598e-01 2.4016e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.7587e-01 9.0461e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 1.0110e+14 3.7582e+32 6.0000e-02 1.9901e-02 0.0000e+00 9.8010e-01 1.9901e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0035e-01 9.1736e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
