         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca  nSF   Acel   Aion   Zion
  100   1.040672E+04   1.321303E+00   2.593E+14   2.869E+33   1.527E-01      5.867E-01   2.398E-01   5.998E-01   1.627E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.870E+08   2.831E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  101   1.044130E+04   1.327632E+00   2.520E+14   2.617E+33   1.485E-01      5.801E-01   2.231E-01   5.909E-01   1.612E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.683E+08   2.908E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  102   1.047564E+04   1.333918E+00   2.448E+14   2.366E+33   1.442E-01      5.733E-01   2.048E-01   5.819E-01   1.597E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.482E+08   2.984E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  103   1.050977E+04   1.339319E+00   2.360E+14   2.162E+33   1.391E-01      5.647E-01   1.795E-01   5.707E-01   1.578E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.217E+08   3.078E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  104   1.054367E+04   1.344639E+00   2.271E+14   1.961E+33   1.339E-01      5.557E-01   1.490E-01   5.593E-01   1.559E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.930E+08   3.166E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  105   1.057735E+04   1.349925E+00   2.183E+14   1.763E+33   1.288E-01      5.465E-01   1.096E-01   5.479E-01   1.539E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.622E+08   3.236E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  106   1.061083E+04   1.355177E+00   2.095E+14   1.565E+33   1.237E-01      5.369E-01   4.728E-02   5.370E-01   1.519E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.296E+08   3.279E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  107   1.064409E+04   1.360397E+00   2.009E+14   1.369E+33   1.186E-01      5.269E-01  -0.000E+00   5.269E-01   1.498E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.950E+08   3.290E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  108   1.067715E+04   1.364861E+00   1.908E+14   1.207E+33   1.127E-01      5.149E-01  -0.000E+00   5.149E-01   1.474E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.532E+08   3.265E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  109   1.071000E+04   1.369159E+00   1.806E+14   1.052E+33   1.067E-01      5.019E-01  -0.000E+00   5.019E-01   1.448E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.084E+08   3.200E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  110   1.074265E+04   1.373430E+00   1.705E+14   8.989E+32   1.007E-01      4.883E-01  -0.000E+00   4.883E-01   1.421E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.622E+08   3.101E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  111   1.077511E+04   1.377640E+00   1.600E+14   7.478E+32   9.459E-02      4.735E-01  -0.000E+00   4.735E-01   1.392E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.130E+08   2.971E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
  112   1.078309E+04   1.378459E+00   1.540E+14   7.194E+32   9.103E-02      4.618E-01                           1.256E+00                                                      1.770E+09                                  1s0  875.6  232.0   32.0
  113   1.079131E+04   1.379302E+00   1.482E+14   6.901E+32   8.761E-02      4.509E-01                           1.245E+00                                                      1.912E+09                                  1s0  905.6  232.0   32.0
  114   1.079953E+04   1.380145E+00   1.426E+14   6.609E+32   8.432E-02      4.405E-01                           1.233E+00                                                      2.068E+09                                  1s0  934.5  232.0   32.0
  115   1.080775E+04   1.380988E+00   1.372E+14   6.316E+32   8.115E-02      4.307E-01                           1.222E+00                                                      2.236E+09                                  1s0  962.3  232.0   32.0
  116   1.081596E+04   1.381832E+00   1.320E+14   6.024E+32   7.810E-02      4.205E-01                           1.210E+00                                                      2.399E+09                                  1s0  995.2  232.0   32.0
  117   1.082418E+04   1.382675E+00   1.271E+14   5.731E+32   7.517E-02      4.087E-01                           1.201E+00                                                      2.541E+09                                  1s0 1043.5  232.0   32.0
  118   1.083240E+04   1.383518E+00   1.223E+14   5.439E+32   7.235E-02      3.977E-01                           1.190E+00                                                      2.690E+09                                  1s0 1090.1  232.0   32.0
  119   1.084061E+04   1.384361E+00   1.177E+14   5.146E+32   6.963E-02      3.874E-01                           1.179E+00                                                      2.842E+09                                  1s0 1134.9  232.0   32.0
  120   1.084883E+04   1.385204E+00   1.132E+14   4.854E+32   6.702E-02      3.778E-01                           1.168E+00                                                      2.993E+09                                  1s0 1178.0  232.0   32.0
  121   1.085705E+04   1.386047E+00   1.090E+14   4.561E+32   6.451E-02      3.687E-01                           1.156E+00                                                      3.139E+09                                  1s0 1219.4  232.0   32.0
  122   1.086550E+04   1.386833E+00   1.049E+14   4.290E+32   6.209E-02      3.601E-01                           1.145E+00                                                      3.280E+09                                  1s0 1259.3  232.0   32.0
  123   1.087465E+04   1.387454E+00   1.009E+14   4.081E+32   5.976E-02      3.520E-01                           1.133E+00                                                      3.416E+09                                  1s0 1297.8  232.0   32.0
  124   1.088379E+04   1.388076E+00   9.711E+13   3.872E+32   5.752E-02      3.443E-01                           1.121E+00                                                      3.547E+09                                  1s0 1334.7  232.0   32.0
  125   1.089293E+04   1.388697E+00   9.345E+13   3.663E+32   5.536E-02      3.370E-01                           1.108E+00                                                      3.674E+09                                  1s0 1370.3  232.0   32.0
  126   1.090207E+04   1.389318E+00   8.993E+13   3.453E+32   5.329E-02      3.300E-01                           1.096E+00                                                      3.796E+09                                  1s0 1404.5  232.0   32.0
  127   1.091122E+04   1.389940E+00   8.655E+13   3.244E+32   5.129E-02      3.234E-01                           1.084E+00                                                      3.915E+09                                  1s0 1437.4  232.0   32.0
  128   1.092036E+04   1.390561E+00   8.328E+13   3.035E+32   4.937E-02      3.169E-01                           1.072E+00                                                      4.029E+09                                  1s0 1469.1  232.0   32.0
  129   1.092950E+04   1.391183E+00   8.015E+13   2.826E+32   4.752E-02      3.108E-01                           1.060E+00                                                      4.139E+09                                  1s0 1499.6  232.0   32.0
  130   1.093865E+04   1.391804E+00   7.713E+13   2.616E+32   4.573E-02      3.291E-01                           1.060E+00                                                      4.135E+09                                  1s0 1519.5  183.0   40.0
  131   1.094676E+04   1.392284E+00   7.422E+13   2.457E+32   4.401E-02      3.236E-01                           1.047E+00                                                      4.247E+09                                  1s0 1538.6  183.0   40.0
  132   1.095396E+04   1.392635E+00   7.142E+13   2.342E+32   4.236E-02      3.182E-01                           1.034E+00                                                      4.353E+09                                  1s0 1556.9  183.0   40.0
  133   1.096116E+04   1.392986E+00   6.873E+13   2.227E+32   4.077E-02      3.130E-01                           1.022E+00                                                      4.453E+09                                  1s0 1574.5  183.0   40.0
  134   1.096835E+04   1.393338E+00   6.614E+13   2.111E+32   3.923E-02      3.079E-01                           1.009E+00                                                      4.548E+09                                  1s0 1591.5  183.0   40.0
  135   1.097555E+04   1.393689E+00   6.365E+13   1.996E+32   3.776E-02      3.030E-01                           9.969E-01                                                      4.637E+09                                  1s0 1607.8  183.0   40.0
  136   1.098275E+04   1.394040E+00   6.125E+13   1.881E+32   3.634E-02      2.982E-01                           9.847E-01                                                      4.720E+09                                  1s0 1623.5  183.0   40.0
  137   1.098994E+04   1.394391E+00   5.894E+13   1.766E+32   3.497E-02      2.935E-01                           9.725E-01                                                      4.798E+09                                  1s0 1638.7  183.0   40.0
  138   1.099714E+04   1.394743E+00   5.672E+13   1.651E+32   3.366E-02      2.889E-01                           9.606E-01                                                      4.869E+09                                  1s0 1653.2  183.0   40.0
  139   1.100434E+04   1.395094E+00   5.459E+13   1.536E+32   3.239E-02      2.844E-01                           9.487E-01                                                      4.934E+09                                  1s0 1667.2  183.0   40.0
  140   1.101110E+04   1.395393E+00   5.253E+13   1.439E+32   3.118E-02      2.801E-01                           9.370E-01                                                      4.994E+09                                  1s0 1680.7  183.0   40.0
  141   1.101712E+04   1.395602E+00   5.055E+13   1.372E+32   3.001E-02      2.758E-01                           9.254E-01                                                      5.047E+09                                  1s0 1693.7  183.0   40.0
  142   1.102314E+04   1.395811E+00   4.865E+13   1.305E+32   2.888E-02      2.717E-01                           9.139E-01                                                      5.094E+09                                  1s0 1706.1  183.0   40.0
  143   1.102916E+04   1.396020E+00   4.681E+13   1.238E+32   2.779E-02      2.676E-01                           9.026E-01                                                      5.134E+09                                  1s0 1718.2  183.0   40.0
  144   1.103518E+04   1.396229E+00   4.505E+13   1.171E+32   2.675E-02      2.636E-01                           8.914E-01                                                      5.169E+09                                  1s0 1729.7  183.0   40.0
  145   1.104120E+04   1.396438E+00   4.335E+13   1.104E+32   2.575E-02      2.597E-01                           8.803E-01                                                      5.197E+09                                  1s0 1740.8  183.0   40.0
  146   1.104722E+04   1.396647E+00   4.172E+13   1.038E+32   2.478E-02      2.559E-01                           8.693E-01                                                      5.219E+09                                  1s0 1751.5  183.0   40.0
  147   1.105324E+04   1.396856E+00   4.015E+13   9.708E+31   2.385E-02      2.521E-01                           8.585E-01                                                      5.235E+09                                  1s0 1761.8  183.0   40.0
  148   1.105926E+04   1.397065E+00   3.863E+13   9.039E+31   2.295E-02      2.485E-01                           8.478E-01                                                      5.244E+09                                  1s0 1771.7  183.0   40.0
  149   1.106510E+04   1.397258E+00   3.718E+13   8.422E+31   2.209E-02      2.449E-01                           8.372E-01                                                      5.248E+09                                  1s0 1781.3  183.0   40.0
  150   1.107008E+04   1.397380E+00   3.578E+13   8.038E+31   2.126E-02      2.414E-01                           8.268E-01                                                      5.245E+09                                  1s0 1790.5  183.0   40.0
  151   1.107507E+04   1.397503E+00   3.443E+13   7.654E+31   2.046E-02      2.379E-01                           8.165E-01                                                      5.236E+09                                  1s0 1799.3  183.0   40.0
  152   1.108005E+04   1.397626E+00   3.313E+13   7.269E+31   1.969E-02      2.543E-01                           8.040E-01                                                      5.217E+09                                  1s0 1772.4  193.0   50.0
  153   1.108504E+04   1.397748E+00   3.188E+13   6.885E+31   1.895E-02      2.525E-01                           7.932E-01                                                      5.193E+09                                  1s0 1743.4  193.0   50.0
  154   1.109003E+04   1.397871E+00   3.068E+13   6.501E+31   1.824E-02      2.506E-01                           7.826E-01                                                      5.162E+09                                  1s0 1715.4  193.0   50.0
  155   1.109501E+04   1.397993E+00   2.953E+13   6.117E+31   1.755E-02      2.487E-01                           7.722E-01                                                      5.126E+09                                  1s0 1688.6  193.0   50.0
  156   1.110000E+04   1.398116E+00   2.841E+13   5.732E+31   1.689E-02      2.469E-01                           7.618E-01                                                      5.085E+09                                  1s0 1662.7  193.0   50.0
  157   1.110498E+04   1.398238E+00   2.734E+13   5.348E+31   1.626E-02      2.449E-01                           7.517E-01                                                      5.039E+09                                  1s0 1637.8  193.0   50.0
  158   1.110997E+04   1.398361E+00   2.631E+13   4.964E+31   1.565E-02      2.430E-01                           7.416E-01                                                      4.990E+09                                  1s0 1613.9  193.0   50.0
  159   1.111421E+04   1.398438E+00   2.532E+13   4.725E+31   1.506E-02      2.411E-01                           7.317E-01                                                      4.938E+09                                  1s0 1590.8  193.0   50.0
  160   1.111838E+04   1.398510E+00   2.437E+13   4.503E+31   1.449E-02      2.392E-01                           7.220E-01                                                      4.882E+09                                  1s0 1568.7  193.0   50.0
  161   1.112254E+04   1.398582E+00   2.345E+13   4.281E+31   1.395E-02      2.372E-01                           7.124E-01                                                      4.825E+09                                  1s0 1547.3  193.0   50.0
  162   1.112670E+04   1.398654E+00   2.257E+13   4.059E+31   1.342E-02      2.352E-01                           7.029E-01                                                      4.765E+09                                  1s0 1526.8  193.0   50.0
  163   1.113086E+04   1.398726E+00   2.172E+13   3.837E+31   1.292E-02      2.333E-01                           6.935E-01                                                      4.705E+09                                  1s0 1507.0  193.0   50.0
  164   1.113502E+04   1.398799E+00   2.090E+13   3.615E+31   1.243E-02      2.313E-01                           6.843E-01                                                      4.643E+09                                  1s0 1488.0  193.0   50.0
  165   1.113918E+04   1.398871E+00   2.011E+13   3.393E+31   1.197E-02      2.293E-01                           6.752E-01                                                      4.580E+09                                  1s0 1469.7  193.0   50.0
  166   1.114334E+04   1.398943E+00   1.935E+13   3.170E+31   1.152E-02      2.273E-01                           6.662E-01                                                      4.516E+09                                  1s0 1452.1  193.0   50.0
  167   1.114750E+04   1.399015E+00   1.862E+13   2.948E+31   1.108E-02      2.253E-01                           6.573E-01                                                      4.453E+09                                  1s0 1435.1  193.0   50.0
  168   1.115123E+04   1.399069E+00   1.792E+13   2.782E+31   1.067E-02      2.233E-01                           6.486E-01                                                      4.389E+09                                  1s0 1418.8  193.0   50.0
  169   1.115466E+04   1.399111E+00   1.725E+13   2.655E+31   1.027E-02      2.213E-01                           6.400E-01                                                      4.325E+09                                  1s0 1403.1  193.0   50.0
  170   1.115809E+04   1.399153E+00   1.660E+13   2.528E+31   9.881E-03      2.192E-01                           6.315E-01                                                      4.261E+09                                  1s0 1388.0  193.0   50.0
  171   1.116151E+04   1.399194E+00   1.597E+13   2.401E+31   9.510E-03      2.172E-01                           6.232E-01                                                      4.198E+09                                  1s0 1373.5  193.0   50.0
  172   1.116494E+04   1.399236E+00   1.537E+13   2.275E+31   9.153E-03      2.152E-01                           6.149E-01                                                      4.136E+09                                  1s0 1359.5  193.0   50.0
  173   1.116836E+04   1.399278E+00   1.479E+13   2.148E+31   8.809E-03      2.134E-01                           6.118E-01                                                      4.111E+09                                  1s0 1341.9  164.0   50.0
  174   1.117179E+04   1.399320E+00   1.423E+13   2.021E+31   8.477E-03      2.121E-01                           6.034E-01                                                      4.048E+09                                  1s0 1315.5  164.0   50.0
  175   1.117522E+04   1.399361E+00   1.370E+13   1.895E+31   8.158E-03      2.108E-01                           5.952E-01                                                      3.985E+09                                  1s0 1290.1  164.0   50.0
  176   1.117864E+04   1.399403E+00   1.318E+13   1.768E+31   7.851E-03      2.094E-01                           5.871E-01                                                      3.923E+09                                  1s0 1265.7  164.0   50.0
  177   1.118199E+04   1.399443E+00   1.268E+13   1.648E+31   7.555E-03      2.080E-01                           5.791E-01                                                      3.862E+09                                  1s0 1242.1  164.0   50.0
  178   1.118476E+04   1.399466E+00   1.221E+13   1.577E+31   7.271E-03      2.067E-01                           5.712E-01                                                      3.802E+09                                  1s0 1219.5  164.0   50.0
  179   1.118753E+04   1.399489E+00   1.175E+13   1.507E+31   6.997E-03      2.053E-01                           5.634E-01                                                      3.742E+09                                  1s0 1197.7  164.0   50.0
  180   1.119029E+04   1.399513E+00   1.130E+13   1.437E+31   6.733E-03      2.039E-01                           5.557E-01                                                      3.682E+09                                  1s0 1176.7  164.0   50.0
  181   1.119306E+04   1.399536E+00   1.088E+13   1.367E+31   6.480E-03      2.024E-01                           5.481E-01                                                      3.623E+09                                  1s0 1156.5  164.0   50.0
  182   1.119583E+04   1.399560E+00   1.047E+13   1.296E+31   6.236E-03      2.010E-01                           5.406E-01                                                      3.564E+09                                  1s0 1137.1  164.0   50.0
  183   1.119859E+04   1.399583E+00   1.007E+13   1.226E+31   6.001E-03      1.995E-01                           5.332E-01                                                      3.505E+09                                  1s0 1118.4  164.0   50.0
  184   1.120136E+04   1.399607E+00   9.694E+12   1.156E+31   5.775E-03      1.981E-01                           5.260E-01                                                      3.447E+09                                  1s0 1100.4  164.0   50.0
  185   1.120412E+04   1.399630E+00   9.328E+12   1.086E+31   5.558E-03      1.965E-01                           5.194E-01                                                      3.393E+09                                  1s0 1084.4  161.0   50.0
  186   1.120689E+04   1.399653E+00   8.977E+12   1.016E+31   5.349E-03      1.949E-01                           5.124E-01                                                      3.335E+09                                  1s0 1069.0  161.0   50.0
  187   1.120949E+04   1.399674E+00   8.639E+12   9.542E+30   5.147E-03      1.934E-01                           5.054E-01                                                      3.277E+09                                  1s0 1054.2  161.0   50.0
  188   1.121163E+04   1.399686E+00   8.313E+12   9.180E+30   4.954E-03      1.918E-01                           4.986E-01                                                      3.219E+09                                  1s0 1040.0  161.0   50.0
  189   1.121376E+04   1.399698E+00   8.000E+12   8.817E+30   4.767E-03      1.902E-01                           4.919E-01                                                      3.161E+09                                  1s0 1026.3  161.0   50.0
  190   1.121589E+04   1.399710E+00   7.699E+12   8.455E+30   4.588E-03      1.886E-01                           4.852E-01                                                      3.102E+09                                  1s0 1013.1  161.0   50.0
  191   1.121803E+04   1.399723E+00   7.408E+12   8.093E+30   4.415E-03      1.870E-01                           4.787E-01                                                      3.044E+09                                  1s0 1000.4  161.0   50.0
  192   1.122016E+04   1.399735E+00   7.129E+12   7.730E+30   4.249E-03      1.853E-01                           4.722E-01                                                      2.986E+09                                  1s0  988.2  161.0   50.0
  193   1.122229E+04   1.399747E+00   6.861E+12   7.368E+30   4.089E-03      1.837E-01                           4.659E-01                                                      2.928E+09                                  1s0  976.4  161.0   50.0
  194   1.122443E+04   1.399759E+00   6.602E+12   7.006E+30   3.935E-03      1.821E-01                           4.596E-01                                                      2.871E+09                                  1s0  965.1  161.0   50.0
  195   1.122656E+04   1.399771E+00   6.353E+12   6.643E+30   3.787E-03      1.805E-01                           4.534E-01                                                      2.813E+09                                  1s0  954.2  161.0   50.0
  196   1.122869E+04   1.399784E+00   6.114E+12   6.281E+30   3.645E-03      1.796E-01                           4.473E-01                                                      2.757E+09                                  1s0  932.1  159.0   50.0
  197   1.123083E+04   1.399796E+00   5.884E+12   5.919E+30   3.508E-03      1.791E-01                           4.407E-01                                                      2.694E+09                                  1s0  903.2  159.0   50.0
  198   1.123279E+04   1.399806E+00   5.662E+12   5.619E+30   3.376E-03      1.787E-01                           4.341E-01                                                      2.632E+09                                  1s0  875.5  159.0   50.0
  199   1.123441E+04   1.399812E+00   5.449E+12   5.447E+30   3.248E-03      1.783E-01                           4.276E-01                                                      2.571E+09                                  1s0  848.7  159.0   50.0
  200   1.123603E+04   1.399818E+00   5.243E+12   5.275E+30   3.126E-03      1.778E-01                           4.211E-01                                                      2.509E+09                                  1s0  823.0  159.0   50.0
  201   1.123765E+04   1.399824E+00   5.046E+12   5.104E+30   3.008E-03      1.774E-01                           4.147E-01                                                      2.448E+09                                  1s0  798.3  159.0   50.0
  202   1.123927E+04   1.399829E+00   4.856E+12   4.932E+30   2.895E-03      1.769E-01                           4.084E-01                                                      2.388E+09                                  1s0  774.4  159.0   50.0
  203   1.124089E+04   1.399835E+00   4.673E+12   4.760E+30   2.786E-03      1.764E-01                           4.022E-01                                                      2.328E+09                                  1s0  751.5  159.0   50.0
  204   1.124251E+04   1.399841E+00   4.497E+12   4.588E+30   2.681E-03      1.759E-01                           3.960E-01                                                      2.269E+09                                  1s0  729.5  159.0   50.0
  205   1.124413E+04   1.399847E+00   4.327E+12   4.417E+30   2.580E-03      1.754E-01                           3.898E-01                                                      2.211E+09                                  1s0  708.2  159.0   50.0
  206   1.124575E+04   1.399853E+00   4.164E+12   4.245E+30   2.483E-03      1.748E-01                           3.838E-01                                                      2.153E+09                                  1s0  687.8  159.0   50.0
  207   1.124737E+04   1.399859E+00   4.007E+12   4.073E+30   2.390E-03      1.743E-01                           3.778E-01                                                      2.096E+09                                  1s0  668.2  159.0   50.0
  208   1.124899E+04   1.399864E+00   3.856E+12   3.902E+30   2.300E-03      1.737E-01                           3.719E-01                                                      2.039E+09                                  1s0  649.2  159.0   50.0
  209   1.125061E+04   1.399870E+00   3.711E+12   3.730E+30   2.213E-03      1.732E-01                           3.660E-01                                                      1.984E+09                                  1s0  631.0  159.0   50.0
  210   1.125223E+04   1.399876E+00   3.571E+12   3.558E+30   2.130E-03      1.726E-01                           3.602E-01                                                      1.929E+09                                  1s0  613.5  159.0   50.0
  211   1.125378E+04   1.399881E+00   3.437E+12   3.415E+30   2.050E-03      1.720E-01                           3.544E-01                                                      1.875E+09                                  1s0  596.7  159.0   50.0
  212   1.125520E+04   1.399884E+00   3.307E+12   3.325E+30   1.973E-03      1.714E-01                           3.487E-01                                                      1.822E+09                                  1s0  580.4  159.0   50.0
  213   1.125662E+04   1.399887E+00   3.183E+12   3.235E+30   1.898E-03      1.707E-01                           3.431E-01                                                      1.769E+09                                  1s0  564.8  159.0   50.0
  214   1.125804E+04   1.399890E+00   3.063E+12   3.144E+30   1.827E-03      1.701E-01                           3.375E-01                                                      1.718E+09                                  1s0  549.8  159.0   50.0
  215   1.125946E+04   1.399893E+00   2.947E+12   3.054E+30   1.758E-03      1.694E-01                           3.320E-01                                                      1.668E+09                                  1s0  535.4  159.0   50.0
  216   1.126088E+04   1.399896E+00   2.836E+12   2.964E+30   1.692E-03      1.687E-01                           3.266E-01                                                      1.618E+09                                  1s0  521.4  159.0   50.0
  217   1.126230E+04   1.399899E+00   2.729E+12   2.873E+30   1.628E-03      1.680E-01                           3.212E-01                                                      1.570E+09                                  1s0  508.1  159.0   50.0
  218   1.126372E+04   1.399903E+00   2.626E+12   2.783E+30   1.567E-03      1.554E-01                           3.284E-01                                                      1.635E+09                                  1s0  494.2  117.0   40.0
  219   1.126514E+04   1.399906E+00   2.528E+12   2.693E+30   1.508E-03      1.550E-01                           3.232E-01                                                      1.588E+09                                  1s0  479.3  117.0   40.0
  220   1.126656E+04   1.399909E+00   2.432E+12   2.602E+30   1.451E-03      1.546E-01                           3.180E-01                                                      1.542E+09                                  1s0  464.9  117.0   40.0
  221   1.126798E+04   1.399912E+00   2.341E+12   2.512E+30   1.397E-03      1.542E-01                           3.129E-01                                                      1.496E+09                                  1s0  451.1  117.0   40.0
  222   1.126939E+04   1.399915E+00   2.252E+12   2.422E+30   1.344E-03      1.538E-01                           3.078E-01                                                      1.452E+09                                  1s0  437.8  117.0   40.0
  223   1.127081E+04   1.399918E+00   2.168E+12   2.332E+30   1.294E-03      1.533E-01                           3.028E-01                                                      1.408E+09                                  1s0  424.9  117.0   40.0
  224   1.127223E+04   1.399921E+00   2.086E+12   2.241E+30   1.245E-03      1.529E-01                           2.978E-01                                                      1.366E+09                                  1s0  412.6  117.0   40.0
  225   1.127365E+04   1.399924E+00   2.007E+12   2.151E+30   1.198E-03      1.524E-01                           2.929E-01                                                      1.324E+09                                  1s0  400.8  117.0   40.0
  226   1.127509E+04   1.399927E+00   1.932E+12   2.080E+30   1.153E-03      1.519E-01                           2.880E-01                                                      1.283E+09                                  1s0  389.4  117.0   40.0
  227   1.127654E+04   1.399928E+00   1.859E+12   2.031E+30   1.110E-03      1.514E-01                           2.831E-01                                                      1.243E+09                                  1s0  378.4  117.0   40.0
  228   1.127799E+04   1.399930E+00   1.789E+12   1.982E+30   1.068E-03      1.509E-01                           2.783E-01                                                      1.203E+09                                  1s0  367.8  117.0   40.0
  229   1.127944E+04   1.399932E+00   1.721E+12   1.933E+30   1.028E-03      1.504E-01                           2.736E-01                                                      1.165E+09                                  1s0  357.6  117.0   40.0
  230   1.128089E+04   1.399933E+00   1.657E+12   1.884E+30   9.890E-04      1.499E-01                           2.689E-01                                                      1.126E+09                                  1s0  347.9  117.0   40.0
  231   1.128234E+04   1.399935E+00   1.594E+12   1.834E+30   9.518E-04      1.493E-01                           2.642E-01                                                      1.089E+09                                  1s0  338.4  117.0   40.0
  232   1.128379E+04   1.399937E+00   1.534E+12   1.785E+30   9.160E-04      1.488E-01                           2.596E-01                                                      1.052E+09                                  1s0  329.4  117.0   40.0
  233   1.128524E+04   1.399939E+00   1.476E+12   1.736E+30   8.816E-04      1.482E-01                           2.550E-01                                                      1.016E+09                                  1s0  320.6  117.0   40.0
  234   1.128669E+04   1.399940E+00   1.421E+12   1.687E+30   8.484E-04      1.476E-01                           2.509E-01                                                      9.839E+08                                  1s0  312.3  116.0   40.0
  235   1.128814E+04   1.399942E+00   1.367E+12   1.638E+30   8.165E-04      1.470E-01                           2.464E-01                                                      9.489E+08                                  1s0  304.3  116.0   40.0
  236   1.128959E+04   1.399944E+00   1.316E+12   1.589E+30   7.858E-04      1.464E-01                           2.420E-01                                                      9.145E+08                                  1s0  296.6  116.0   40.0
  237   1.129104E+04   1.399945E+00   1.266E+12   1.539E+30   7.562E-04      1.458E-01                           2.376E-01                                                      8.805E+08                                  1s0  289.2  116.0   40.0
  238   1.129249E+04   1.399947E+00   1.218E+12   1.490E+30   7.278E-04      1.451E-01                           2.332E-01                                                      8.470E+08                                  1s0  282.1  116.0   40.0
  239   1.129394E+04   1.399949E+00   1.172E+12   1.441E+30   7.004E-04      1.445E-01                           2.289E-01                                                      8.139E+08                                  1s0  275.2  116.0   40.0
  240   1.129539E+04   1.399950E+00   1.128E+12   1.392E+30   6.741E-04      1.438E-01                           2.247E-01                                                      7.812E+08                                  1s0  268.6  116.0   40.0
  241   1.129684E+04   1.399952E+00   1.086E+12   1.343E+30   6.487E-04      1.431E-01                           2.204E-01                                                      7.490E+08                                  1s0  262.2  116.0   40.0
  242   1.129860E+04   1.399954E+00   1.045E+12   1.302E+30   6.244E-04      1.424E-01                           2.163E-01                                                      7.171E+08                                  1s0  256.1  116.0   40.0
  243   1.130052E+04   1.399955E+00   1.005E+12   1.266E+30   6.009E-04      1.417E-01                           2.121E-01                                                      6.855E+08                                  1s0  250.2  116.0   40.0
  244   1.130243E+04   1.399956E+00   9.676E+11   1.229E+30   5.783E-04      1.410E-01                           2.080E-01                                                      6.543E+08                                  1s0  244.6  116.0   40.0
  245   1.130435E+04   1.399957E+00   9.311E+11   1.193E+30   5.565E-04      1.402E-01                           2.040E-01                                                      6.234E+08                                  1s0  239.1  116.0   40.0
  246   1.130627E+04   1.399959E+00   8.961E+11   1.156E+30   5.355E-04      1.395E-01                           1.999E-01                                                      5.929E+08                                  1s0  233.9  116.0   40.0
  247   1.130819E+04   1.399960E+00   8.623E+11   1.119E+30   5.154E-04      1.387E-01                           1.960E-01                                                      5.626E+08                                  1s0  228.8  116.0   40.0
  248   1.131011E+04   1.399961E+00   8.298E+11   1.083E+30   4.959E-04      1.379E-01                           1.920E-01                                                      5.327E+08                                  1s0  224.0  116.0   40.0
  249   1.131203E+04   1.399963E+00   7.985E+11   1.046E+30   4.773E-04      1.371E-01                           1.881E-01                                                      5.032E+08                                  1s0  219.3  116.0   40.0
  250   1.131394E+04   1.399964E+00   7.685E+11   1.010E+30   4.593E-04      1.363E-01                           1.843E-01                                                      4.742E+08                                  1s0  214.8  116.0   40.0
  251   1.131586E+04   1.399965E+00   7.395E+11   9.733E+29   4.420E-04      1.355E-01                           1.804E-01                                                      4.458E+08                                  1s0  210.5  116.0   40.0
  252   1.131778E+04   1.399966E+00   7.116E+11   9.368E+29   4.254E-04      1.347E-01                           1.767E-01                                                      4.179E+08                                  1s0  206.3  116.0   40.0
  253   1.131970E+04   1.399968E+00   6.848E+11   9.003E+29   4.093E-04      1.338E-01                           1.729E-01                                                      3.906E+08                                  1s0  202.3  116.0   40.0
  254   1.132162E+04   1.399969E+00   6.590E+11   8.637E+29   3.939E-04      1.330E-01                           1.692E-01                                                      3.638E+08                                  1s0  198.4  116.0   40.0
  255   1.132354E+04   1.399970E+00   6.342E+11   8.272E+29   3.791E-04      1.322E-01                           1.655E-01                                                      3.374E+08                                  1s0  194.5  116.0   40.0
  256   1.132519E+04   1.399971E+00   6.103E+11   8.074E+29   3.648E-04      1.313E-01                           1.618E-01                                                      3.118E+08                                  1s0  190.8  116.0   40.0
  257   1.132677E+04   1.399971E+00   5.873E+11   7.927E+29   3.511E-04      1.305E-01                           1.581E-01                                                      2.869E+08                                  1s0  187.2  116.0   40.0
