         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca  nSF   Acel   Aion   Zion
    9   4.663674E+03   1.842286E-01   8.062E+14   8.777E+34   4.511E-01      8.397E-01   6.469E-01   9.520E-01   2.320E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.384E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   10   4.830372E+03   2.030516E-01   7.978E+14   8.519E+34   4.469E-01      8.373E-01   6.438E-01   9.487E-01   2.313E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.488E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   11   4.986298E+03   2.206581E-01   7.898E+14   8.278E+34   4.429E-01      8.351E-01   6.408E-01   9.456E-01   2.306E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.586E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   12   5.133037E+03   2.401625E-01   7.816E+14   8.041E+34   4.387E-01      8.327E-01   6.377E-01   9.423E-01   2.299E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.691E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   13   5.271834E+03   2.595011E-01   7.735E+14   7.813E+34   4.347E-01      8.304E-01   6.347E-01   9.392E-01   2.292E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.796E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   14   5.403685E+03   2.778718E-01   7.659E+14   7.596E+34   4.308E-01      8.282E-01   6.318E-01   9.361E-01   2.285E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.898E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   15   5.529396E+03   2.953871E-01   7.586E+14   7.390E+34   4.271E-01      8.260E-01   6.290E-01   9.331E-01   2.279E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.997E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   16   5.649638E+03   3.121404E-01   7.517E+14   7.192E+34   4.236E-01      8.240E-01   6.263E-01   9.303E-01   2.273E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.093E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   17   5.764968E+03   3.304235E-01   7.444E+14   6.998E+34   4.199E-01      8.218E-01   6.234E-01   9.273E-01   2.266E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.197E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   18   5.875860E+03   3.489696E-01   7.371E+14   6.809E+34   4.161E-01      8.196E-01   6.205E-01   9.243E-01   2.259E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.302E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   19   5.982717E+03   3.668408E-01   7.301E+14   6.627E+34   4.125E-01      8.175E-01   6.177E-01   9.213E-01   2.253E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.405E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   20   6.085888E+03   3.840955E-01   7.233E+14   6.452E+34   4.090E-01      8.154E-01   6.150E-01   9.185E-01   2.246E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.506E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   21   6.185674E+03   4.007842E-01   7.167E+14   6.282E+34   4.057E-01      8.134E-01   6.123E-01   9.157E-01   2.240E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.606E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   22   6.282341E+03   4.169512E-01   7.104E+14   6.118E+34   4.024E-01      8.114E-01   6.097E-01   9.129E-01   2.234E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.703E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   23   6.376122E+03   4.326354E-01   7.042E+14   5.958E+34   3.992E-01      8.095E-01   6.071E-01   9.103E-01   2.228E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.800E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   24   6.467221E+03   4.501797E-01   6.975E+14   5.802E+34   3.957E-01      8.074E-01   6.043E-01   9.074E-01   2.222E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.906E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   25   6.555824E+03   4.673953E-01   6.909E+14   5.651E+34   3.923E-01      8.053E-01   6.015E-01   9.045E-01   2.216E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.012E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   26   6.642095E+03   4.841579E-01   6.845E+14   5.503E+34   3.889E-01      8.033E-01   5.988E-01   9.016E-01   2.209E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.117E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   27   6.726181E+03   5.004959E-01   6.783E+14   5.360E+34   3.857E-01      8.012E-01   5.961E-01   8.988E-01   2.203E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.220E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   28   6.808216E+03   5.164353E-01   6.722E+14   5.219E+34   3.825E-01      7.993E-01   5.934E-01   8.961E-01   2.197E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.322E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   29   6.888320E+03   5.319995E-01   6.663E+14   5.083E+34   3.794E-01      7.973E-01   5.908E-01   8.934E-01   2.191E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.423E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   30   6.966603E+03   5.472100E-01   6.604E+14   4.949E+34   3.763E-01      7.954E-01   5.882E-01   8.907E-01   2.185E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.523E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   31   7.043165E+03   5.620861E-01   6.548E+14   4.818E+34   3.733E-01      7.935E-01   5.856E-01   8.881E-01   2.180E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.621E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   32   7.118098E+03   5.772928E-01   6.489E+14   4.691E+34   3.702E-01      7.915E-01   5.829E-01   8.853E-01   2.174E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.723E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   33   7.191486E+03   5.932533E-01   6.428E+14   4.569E+34   3.670E-01      7.894E-01   5.801E-01   8.825E-01   2.167E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.831E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   34   7.263405E+03   6.088945E-01   6.368E+14   4.449E+34   3.638E-01      7.874E-01   5.773E-01   8.796E-01   2.161E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.938E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   35   7.333928E+03   6.242320E-01   6.309E+14   4.332E+34   3.607E-01      7.853E-01   5.745E-01   8.768E-01   2.155E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.044E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   36   7.403120E+03   6.392799E-01   6.251E+14   4.217E+34   3.576E-01      7.833E-01   5.717E-01   8.740E-01   2.149E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.149E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   37   7.471043E+03   6.540519E-01   6.194E+14   4.104E+34   3.545E-01      7.813E-01   5.690E-01   8.712E-01   2.143E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.253E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   38   7.537752E+03   6.685599E-01   6.138E+14   3.994E+34   3.516E-01      7.793E-01   5.663E-01   8.684E-01   2.137E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.355E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   39   7.603301E+03   6.828156E-01   6.083E+14   3.885E+34   3.486E-01      7.774E-01   5.636E-01   8.657E-01   2.131E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.457E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   40   7.667738E+03   6.968296E-01   6.029E+14   3.777E+34   3.457E-01      7.754E-01   5.609E-01   8.630E-01   2.125E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.556E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   41   7.731111E+03   7.106121E-01   5.976E+14   3.672E+34   3.429E-01      7.735E-01   5.582E-01   8.603E-01   2.119E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.655E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   42   7.793461E+03   7.243154E-01   5.923E+14   3.569E+34   3.400E-01      7.716E-01   5.555E-01   8.576E-01   2.113E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.754E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   43   7.854830E+03   7.386592E-01   5.865E+14   3.474E+34   3.369E-01      7.694E-01   5.525E-01   8.546E-01   2.107E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.863E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   44   7.915254E+03   7.527823E-01   5.808E+14   3.379E+34   3.338E-01      7.673E-01   5.495E-01   8.516E-01   2.100E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.970E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   45   7.974770E+03   7.666929E-01   5.751E+14   3.287E+34   3.308E-01      7.651E-01   5.466E-01   8.487E-01   2.094E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.076E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   46   8.033410E+03   7.803990E-01   5.696E+14   3.195E+34   3.278E-01      7.630E-01   5.436E-01   8.457E-01   2.088E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.181E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   47   8.091206E+03   7.939079E-01   5.641E+14   3.105E+34   3.248E-01      7.609E-01   5.406E-01   8.428E-01   2.081E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.284E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   48   8.148188E+03   8.072264E-01   5.587E+14   3.016E+34   3.219E-01      7.588E-01   5.377E-01   8.398E-01   2.075E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.385E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   49   8.204384E+03   8.203612E-01   5.534E+14   2.929E+34   3.190E-01      7.567E-01   5.347E-01   8.369E-01   2.069E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.485E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   50   8.259821E+03   8.333185E-01   5.482E+14   2.842E+34   3.161E-01      7.547E-01   5.318E-01   8.340E-01   2.063E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.584E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   51   8.314524E+03   8.461043E-01   5.430E+14   2.757E+34   3.133E-01      7.526E-01   5.288E-01   8.312E-01   2.057E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.681E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   52   8.368515E+03   8.587239E-01   5.379E+14   2.673E+34   3.105E-01      7.505E-01   5.259E-01   8.283E-01   2.051E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.776E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   53   8.421819E+03   8.711827E-01   5.328E+14   2.589E+34   3.077E-01      7.485E-01   5.230E-01   8.254E-01   2.045E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.869E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   54   8.474457E+03   8.837488E-01   5.274E+14   2.513E+34   3.047E-01      7.462E-01   5.197E-01   8.223E-01   2.038E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.970E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   55   8.526449E+03   8.962682E-01   5.218E+14   2.439E+34   3.017E-01      7.439E-01   5.164E-01   8.190E-01   2.031E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.072E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   56   8.577815E+03   9.086368E-01   5.163E+14   2.367E+34   2.986E-01      7.416E-01   5.130E-01   8.158E-01   2.025E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.172E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   57   8.628572E+03   9.208590E-01   5.108E+14   2.295E+34   2.956E-01      7.392E-01   5.097E-01   8.125E-01   2.018E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.270E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   58   8.678739E+03   9.329390E-01   5.054E+14   2.224E+34   2.926E-01      7.369E-01   5.063E-01   8.093E-01   2.011E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.366E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   59   8.728333E+03   9.448809E-01   5.001E+14   2.154E+34   2.897E-01      7.346E-01   5.029E-01   8.060E-01   2.004E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.460E+08   1.000E+00   1.000E+00   00000  3p2   N/A    N/A    N/A 
   60   8.777370E+03   9.566888E-01   4.948E+14   2.084E+34   2.868E-01      7.323E-01   4.995E-01   8.028E-01   1.998E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.551E+08   7.400E+06   1.000E+00   00000  3p2   N/A    N/A    N/A 
   61   8.825864E+03   9.683661E-01   4.896E+14   2.016E+34   2.839E-01      7.300E-01   4.961E-01   7.995E-01   1.991E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.640E+08   3.803E+07   1.000E+00   00000  3p2   N/A    N/A    N/A 
   62   8.873832E+03   9.799166E-01   4.845E+14   1.948E+34   2.810E-01      7.276E-01   4.927E-01   7.963E-01   1.985E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.726E+08   7.796E+07   1.000E+00   00000  3p2   N/A    N/A    N/A 
   63   8.921287E+03   9.913434E-01   4.794E+14   1.881E+34   2.782E-01      7.253E-01   4.893E-01   7.930E-01   1.978E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.810E+08   1.265E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   64   8.968242E+03   1.002650E+00   4.743E+14   1.814E+34   2.754E-01      7.230E-01   4.858E-01   7.898E-01   1.971E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.892E+08   1.823E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   65   9.014710E+03   1.013839E+00   4.693E+14   1.749E+34   2.726E-01      7.207E-01   4.824E-01   7.865E-01   1.965E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.971E+08   2.446E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   66   9.060704E+03   1.024803E+00   4.638E+14   1.690E+34   2.695E-01      7.181E-01   4.784E-01   7.828E-01   1.957E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.056E+08   3.208E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   67   9.106236E+03   1.035635E+00   4.582E+14   1.634E+34   2.664E-01      7.154E-01   4.744E-01   7.791E-01   1.950E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.140E+08   4.041E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   68   9.151318E+03   1.046360E+00   4.526E+14   1.578E+34   2.632E-01      7.127E-01   4.703E-01   7.753E-01   1.942E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.221E+08   4.912E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   69   9.195958E+03   1.056980E+00   4.471E+14   1.522E+34   2.602E-01      7.100E-01   4.662E-01   7.715E-01   1.935E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.298E+08   5.804E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   70   9.240170E+03   1.067498E+00   4.416E+14   1.467E+34   2.571E-01      7.073E-01   4.621E-01   7.677E-01   1.927E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.372E+08   6.701E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   71   9.283963E+03   1.077916E+00   4.362E+14   1.413E+34   2.541E-01      7.046E-01   4.579E-01   7.639E-01   1.920E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.441E+08   7.584E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   72   9.327347E+03   1.088237E+00   4.309E+14   1.359E+34   2.510E-01      7.018E-01   4.537E-01   7.601E-01   1.912E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.507E+08   8.436E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   73   9.370331E+03   1.098462E+00   4.256E+14   1.306E+34   2.480E-01      6.991E-01   4.495E-01   7.562E-01   1.905E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.570E+08   9.243E+08   1.000E+00   00000  3p2   N/A    N/A    N/A 
   74   9.412924E+03   1.108595E+00   4.203E+14   1.253E+34   2.451E-01      6.963E-01   4.452E-01   7.523E-01   1.897E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.628E+08   1.000E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   75   9.455135E+03   1.118637E+00   4.151E+14   1.200E+34   2.421E-01      6.936E-01   4.408E-01   7.485E-01   1.890E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.682E+08   1.072E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   76   9.496972E+03   1.128590E+00   4.099E+14   1.148E+34   2.392E-01      6.908E-01   4.364E-01   7.446E-01   1.882E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.732E+08   1.140E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   77   9.538444E+03   1.138252E+00   4.045E+14   1.100E+34   2.361E-01      6.878E-01   4.317E-01   7.404E-01   1.874E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.781E+08   1.209E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   78   9.579559E+03   1.147539E+00   3.985E+14   1.056E+34   2.328E-01      6.845E-01   4.264E-01   7.357E-01   1.866E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.829E+08   1.280E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   79   9.620323E+03   1.156747E+00   3.926E+14   1.013E+34   2.294E-01      6.812E-01   4.211E-01   7.311E-01   1.857E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.872E+08   1.348E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   80   9.660746E+03   1.165878E+00   3.868E+14   9.701E+33   2.261E-01      6.778E-01   4.157E-01   7.264E-01   1.848E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.908E+08   1.414E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   81   9.700832E+03   1.174933E+00   3.810E+14   9.275E+33   2.228E-01      6.745E-01   4.101E-01   7.217E-01   1.839E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.939E+08   1.478E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   82   9.740590E+03   1.183914E+00   3.753E+14   8.853E+33   2.195E-01      6.711E-01   4.045E-01   7.169E-01   1.830E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.963E+08   1.541E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   83   9.780026E+03   1.192822E+00   3.696E+14   8.434E+33   2.163E-01      6.677E-01   3.988E-01   7.121E-01   1.821E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.982E+08   1.603E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   84   9.819147E+03   1.201659E+00   3.640E+14   8.018E+33   2.131E-01      6.642E-01   3.930E-01   7.072E-01   1.813E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.994E+08   1.665E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   85   9.857958E+03   1.210425E+00   3.584E+14   7.606E+33   2.099E-01      6.607E-01   3.871E-01   7.023E-01   1.804E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.999E+08   1.726E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   86   9.896466E+03   1.219124E+00   3.528E+14   7.197E+33   2.067E-01      6.572E-01   3.810E-01   6.974E-01   1.795E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.999E+08   1.786E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   87   9.934677E+03   1.227608E+00   3.471E+14   6.804E+33   2.034E-01      6.535E-01   3.746E-01   6.922E-01   1.785E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.991E+08   1.849E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   88   9.972595E+03   1.235449E+00   3.405E+14   6.467E+33   1.997E-01      6.492E-01   3.671E-01   6.862E-01   1.775E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.974E+08   1.921E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   89   1.001023E+04   1.243231E+00   3.340E+14   6.133E+33   1.959E-01      6.448E-01   3.593E-01   6.801E-01   1.764E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.948E+08   1.993E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   90   1.004758E+04   1.250954E+00   3.276E+14   5.801E+33   1.922E-01      6.404E-01   3.513E-01   6.739E-01   1.753E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.911E+08   2.065E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   91   1.008466E+04   1.258621E+00   3.212E+14   5.471E+33   1.885E-01      6.359E-01   3.431E-01   6.676E-01   1.742E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.866E+08   2.138E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   92   1.012146E+04   1.266232E+00   3.149E+14   5.144E+33   1.849E-01      6.314E-01   3.346E-01   6.613E-01   1.731E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.810E+08   2.210E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   93   1.015800E+04   1.273788E+00   3.086E+14   4.819E+33   1.813E-01      6.268E-01   3.258E-01   6.548E-01   1.720E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.745E+08   2.283E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   94   1.019428E+04   1.281290E+00   3.023E+14   4.497E+33   1.776E-01      6.221E-01   3.167E-01   6.483E-01   1.709E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.671E+08   2.356E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   95   1.023030E+04   1.288739E+00   2.961E+14   4.176E+33   1.740E-01      6.173E-01   3.072E-01   6.417E-01   1.697E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.586E+08   2.428E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   96   1.026607E+04   1.295559E+00   2.890E+14   3.897E+33   1.699E-01      6.117E-01   2.958E-01   6.340E-01   1.684E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.477E+08   2.509E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   97   1.030160E+04   1.302061E+00   2.815E+14   3.637E+33   1.656E-01      6.057E-01   2.831E-01   6.256E-01   1.670E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.347E+08   2.593E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   98   1.033688E+04   1.308519E+00   2.741E+14   3.380E+33   1.613E-01      5.995E-01   2.696E-01   6.172E-01   1.656E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.202E+08   2.675E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
   99   1.037192E+04   1.314933E+00   2.667E+14   3.123E+33   1.570E-01      5.932E-01   2.553E-01   6.085E-01   1.641E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.043E+08   2.754E+09   1.000E+00   00000  3p2   N/A    N/A    N/A 
