    Time in years,  Te_inf includes ephi
    Temp and Lum are local values, i.e. no ephi


       Time= 5.406E+05      Te_inf 5.801E+05

 zone       Rad [m]      Rho [gm/cc]       exp(phi)          dvol        Temp [K]     Lum [Lsun]  
                                                                       no exp(phi)   no exp(2phi) 

  363   1.1430220E+04  1.0000000E+10  7.9779210E-01  6.9210931E+15    6.2120840E+07  6.8007237E-02
  361   1.1426841E+04  1.0798819E+10  7.9772480E-01  6.9184513E+15    6.2137740E+07  6.8018611E-02
  359   1.1423433E+04  1.1661449E+10  7.9765682E-01  7.0497002E+15    6.2154330E+07  6.8030250E-02
  357   1.1419980E+04  1.2592987E+10  7.9758776E-01  7.0635692E+15    6.2170703E+07  6.8041923E-02
  355   1.1416526E+04  1.3598938E+10  7.9751871E-01  7.0598930E+15    6.2186647E+07  6.8053573E-02
  353   1.1413073E+04  1.4685247E+10  7.9744967E-01  7.0562178E+15    6.2202180E+07  6.8065223E-02
  351   1.1409619E+04  1.5858332E+10  7.9738063E-01  7.0525438E+15    6.2217310E+07  6.8076873E-02
  349   1.1406166E+04  1.7125125E+10  7.9731159E-01  7.2657626E+15    6.2232054E+07  6.8088909E-02
  347   1.1402445E+04  1.8493112E+10  7.9723693E-01  7.7034080E+15    6.2247565E+07  6.8101716E-02
  345   1.1398668E+04  1.9970376E+10  7.9716111E-01  7.6990191E+15    6.2262914E+07  6.8114525E-02
  343   1.1394892E+04  2.1565647E+10  7.9708530E-01  7.6946315E+15    6.2277886E+07  6.8127332E-02
  341   1.1391116E+04  2.3288352E+10  7.9700950E-01  7.6902454E+15    6.2292494E+07  6.8140142E-02
  339   1.1387339E+04  2.5148669E+10  7.9693370E-01  7.6858607E+15    6.2306746E+07  6.8152953E-02
  337   1.1383332E+04  2.7157591E+10  7.9685315E-01  8.9889904E+15    6.2321525E+07  6.8168011E-02
  335   1.1378732E+04  2.9326990E+10  7.9676038E-01  9.3500729E+15    6.2338099E+07  6.8183704E-02
  333   1.1374132E+04  3.1669685E+10  7.9666762E-01  9.3435739E+15    6.2354282E+07  6.8199402E-02
  331   1.1369532E+04  3.4199519E+10  7.9657488E-01  9.3370775E+15    6.2370085E+07  6.8215105E-02
  329   1.1364932E+04  3.6931440E+10  7.9648214E-01  9.3305836E+15    6.2385521E+07  6.8230815E-02
  327   1.1360336E+04  3.9881593E+10  7.9638945E-01  9.2767224E+15    6.2400591E+07  6.8246502E-02
  325   1.1355775E+04  4.3067409E+10  7.9629700E-01  9.2387944E+15    6.2415244E+07  6.8262158E-02
  323   1.1351214E+04  4.6507714E+10  7.9620456E-01  9.2324174E+15    6.2429566E+07  6.8277821E-02
  321   1.1346653E+04  5.0222838E+10  7.9611213E-01  9.2260429E+15    6.2443565E+07  6.8293491E-02
  319   1.1342092E+04  5.4234732E+10  7.9601972E-01  9.2196709E+15    6.2457249E+07  6.8309166E-02
  317   1.1337531E+04  5.8567103E+10  7.9592731E-01  9.2133014E+15    6.2470628E+07  6.8324848E-02
  315   1.1332568E+04  6.3245553E+10  7.9582647E-01  1.0972598E+16    6.2484898E+07  6.8343660E-02
